Rented Bike Count	Hour	Temperature(C)	Humidity(%)	Wind_speed (m/s)	Visibility_(10m)	Dew_point temperature(C)	Solar_Radiation(MJ/m2)	Rainfall(mm)	Snowfall(cm)	Seasons	Holiday	Functioning_Day
247	11	-6.1	38	1	1587	-18.1	0.52	0	0	Winter	No Holiday	Yes
278	12	-4.9	34	1.3	1768	-18.3	0.6	0	0	Winter	No Holiday	Yes
282	13	-3.8	32	0.9	1827	-18.1	0.52	0	0	Winter	No Holiday	Yes
294	14	-2.7	28	0.7	1857	-18.7	0.65	0	0	Winter	No Holiday	Yes
301	15	-2.5	29	1.1	1667	-18.1	0.48	0	0	Winter	No Holiday	Yes
335	16	-2.4	28	0.9	1878	-18.4	0.35	0	0	Winter	No Holiday	Yes
382	17	-2.9	31	0.6	1723	-17.7	0.09	0	0	Winter	No Holiday	Yes
612	18	-3.5	35	1.1	1414	-16.7	0	0	0	Winter	No Holiday	Yes
410	19	-4.2	40	0.9	1216	-15.8	0	0	0	Winter	No Holiday	Yes
277	20	-4.8	43	1.1	1397	-15.4	0	0	0	Winter	No Holiday	Yes
316	21	-4.8	45	0.8	1351	-14.9	0	0	0	Winter	No Holiday	Yes
309	22	-4.9	44	1.1	1369	-15.3	0	0	0	Winter	No Holiday	Yes
211	23	-5.6	53	1.2	1290	-13.6	0	0	0	Winter	No Holiday	Yes
227	0	-5.7	53	0.6	1262	-13.7	0	0	0	Winter	No Holiday	Yes
241	1	-6.3	57	0.4	1148	-13.4	0	0	0	Winter	No Holiday	Yes
162	2	-6.8	58	0.4	1089	-13.6	0	0	0	Winter	No Holiday	Yes
110	3	-6.9	56	0.5	1111	-14.2	0	0	0	Winter	No Holiday	Yes
69	4	-7.1	59	0.8	1058	-13.7	0	0	0	Winter	No Holiday	Yes
68	5	-7.5	64	0.9	989	-13.1	0	0	0	Winter	No Holiday	Yes
129	6	-7.4	64	0.7	906	-13	0	0	0	Winter	No Holiday	Yes
285	7	-7	63	0.6	865	-12.8	0	0	0	Winter	No Holiday	Yes
658	8	-6.6	64	1.1	791	-12.2	0	0	0	Winter	No Holiday	Yes
330	9	-5.9	60	0.6	691	-12.4	0.09	0	0	Winter	No Holiday	Yes
221	10	-4.6	52	0.8	648	-12.9	0.34	0	0	Winter	No Holiday	Yes
279	11	-2.9	46	1	809	-12.9	0.42	0	0	Winter	No Holiday	Yes
309	12	-2.5	43	0.7	895	-13.3	0.34	0	0	Winter	No Holiday	Yes
325	13	-1.6	40	0.3	868	-13.4	0.32	0	0	Winter	No Holiday	Yes
329	14	-0.7	39	0.8	826	-12.9	0.35	0	0	Winter	No Holiday	Yes
342	15	0.1	35	1.5	946	-13.5	0.42	0	0	Winter	No Holiday	Yes
354	16	0	37	0.6	994	-12.9	0.13	0	0	Winter	No Holiday	Yes
464	17	-0.2	39	0.8	1016	-12.5	0	0	0	Winter	No Holiday	Yes
682	18	0.1	43	0.9	1485	-11	0	0	0	Winter	No Holiday	Yes
451	19	0.6	41	1.2	1550	-11.1	0	0	0	Winter	No Holiday	Yes
320	20	0.9	42	1.2	1113	-10.5	0	0	0	Winter	No Holiday	Yes
300	21	0.7	47	2.7	1283	-9.3	0	0	0	Winter	No Holiday	Yes
296	22	-0.1	49	2	870	-9.5	0	0	0	Winter	No Holiday	Yes
247	23	-1.3	60	2.5	792	-8	0	0	0	Winter	No Holiday	Yes
217	0	-2.6	73	3.4	787	-6.7	0	0	0	Winter	No Holiday	Yes
302	1	-3.4	76	2.9	582	-7	0	0	0	Winter	No Holiday	Yes
228	2	-4.1	73	2.1	567	-8.2	0	0	0	Winter	No Holiday	Yes
129	3	-4.5	71	1.6	651	-8.9	0	0	0	Winter	No Holiday	Yes
80	4	-5	70	2.7	702	-9.6	0	0	0	Winter	No Holiday	Yes
45	5	-5.6	72	2	662	-9.8	0	0	0	Winter	No Holiday	Yes
66	6	-6.1	69	2.9	765	-10.8	0	0	0	Winter	No Holiday	Yes
90	7	-6.7	64	2.1	977	-12.3	0	0	0	Winter	No Holiday	Yes
190	8	-7.3	62	2.6	1112	-13.3	0	0	0	Winter	No Holiday	Yes
195	9	-7.2	47	2.8	1724	-16.6	0.18	0	0	Winter	No Holiday	Yes
201	10	-6.2	42	2.3	1893	-17	0.52	0	0	Winter	No Holiday	Yes
239	11	-5.2	30	4	1991	-20.1	0.86	0	0	Winter	No Holiday	Yes
252	12	-4.1	28	3.8	1998	-19.9	1.08	0	0	Winter	No Holiday	Yes
296	13	-3.7	23	4	1980	-21.8	1.12	0	0	Winter	No Holiday	Yes
292	14	-3.4	22	4.3	1966	-22.1	1.07	0	0	Winter	No Holiday	Yes
291	15	-3.3	22	5	2000	-22	0.86	0	0	Winter	No Holiday	Yes
258	16	-3.3	24	3.5	2000	-21	0.54	0	0	Winter	No Holiday	Yes
277	17	-4.6	26	2.6	2000	-21.2	0.17	0	0	Winter	No Holiday	Yes
212	18	-5.3	28	3.5	2000	-21	0	0	0	Winter	No Holiday	Yes
173	19	-6	32	2.4	2000	-20	0	0	0	Winter	No Holiday	Yes
143	20	-6.6	37	3.4	2000	-18.9	0	0	0	Winter	No Holiday	Yes
159	21	-7.1	39	3.2	2000	-18.7	0	0	0	Winter	No Holiday	Yes
155	22	-7.6	41	1.6	2000	-18.6	0	0	0	Winter	No Holiday	Yes
142	23	-8	41	2.2	2000	-18.9	0	0	0	Winter	No Holiday	Yes
175	0	-8.1	41	2	2000	-19	0	0	0	Winter	No Holiday	Yes
146	1	-8.4	40	1.6	2000	-19.6	0	0	0	Winter	No Holiday	Yes
132	2	-8.7	40	2.8	2000	-19.8	0	0	0	Winter	No Holiday	Yes
100	3	-9	40	3.1	2000	-20.1	0	0	0	Winter	No Holiday	Yes
41	4	-9.5	40	1.9	2000	-20.6	0	0	0	Winter	No Holiday	Yes
31	5	-9.7	41	3.1	2000	-20.5	0	0	0	Winter	No Holiday	Yes
39	6	-9.9	42	2.3	2000	-20.4	0	0	0	Winter	No Holiday	Yes
53	7	-10.2	42	2.3	2000	-20.6	0	0	0	Winter	No Holiday	Yes
94	8	-10.7	43	0.9	2000	-20.8	0	0	0	Winter	No Holiday	Yes
122	9	-10.5	38	1.1	1950	-22.1	0.19	0	0	Winter	No Holiday	Yes
142	10	-8.5	31	1.5	1997	-22.6	0.58	0	0	Winter	No Holiday	Yes
189	11	-7.2	29	1.8	1926	-22.2	0.88	0	0	Winter	No Holiday	Yes
216	12	-4.9	25	2.6	1966	-21.9	1.08	0	0	Winter	No Holiday	Yes
223	13	-4.5	25	3.2	1989	-21.6	1.14	0	0	Winter	No Holiday	Yes
268	14	-3.2	26	3.1	1933	-20	1.07	0	0	Winter	No Holiday	Yes
278	15	-2.5	28	2	2000	-18.5	0.85	0	0	Winter	No Holiday	Yes
256	16	-2.7	31	2.3	2000	-17.5	0.54	0	0	Winter	No Holiday	Yes
266	17	-3.8	35	2.4	2000	-17	0.17	0	0	Winter	No Holiday	Yes
204	18	-4.7	37	1.8	2000	-17.2	0.01	0	0	Winter	No Holiday	Yes
157	19	-5.6	39	1.1	2000	-17.3	0	0	0	Winter	No Holiday	Yes
166	20	-6	42	0.8	2000	-16.8	0	0	0	Winter	No Holiday	Yes
168	21	-6.5	45	0.7	2000	-16.4	0	0	0	Winter	No Holiday	Yes
172	22	-6.6	50	0.6	1990	-15.3	0	0	0	Winter	No Holiday	Yes
138	23	-6.9	53	0.7	2000	-14.8	0	0	0	Winter	No Holiday	Yes
151	0	-5.9	50	0.6	2000	-14.6	0	0	0	Winter	No Holiday	Yes
97	1	-5.3	48	0.4	1664	-14.6	0	0	0	Winter	No Holiday	Yes
38	2	-5	65	0.4	990	-10.5	0	0	0.2	Winter	No Holiday	Yes
32	3	-5.3	76	1	767	-8.8	0	0.3	0.5	Winter	No Holiday	Yes
29	4	-5.4	81	0.7	270	-8.1	0	0	0.7	Winter	No Holiday	Yes
27	5	-5.3	81	0.9	923	-8	0	0	0.8	Winter	No Holiday	Yes
45	6	-5.2	85	0.9	271	-7.3	0	0.4	1.3	Winter	No Holiday	Yes
96	7	-5	85	0.7	186	-7.1	0	0	1.8	Winter	No Holiday	Yes
146	8	-4.6	86	1.2	508	-6.5	0	0	2	Winter	No Holiday	Yes
52	9	-4.3	89	1	59	-5.8	0	1.6	4	Winter	No Holiday	Yes
36	10	-3.7	87	1	541	-5.5	0.03	0	4.8	Winter	No Holiday	Yes
44	11	-2.9	85	1.2	243	-5	0.06	0	4.8	Winter	No Holiday	Yes
62	12	-1.8	83	1.2	351	-4.3	0.09	1.1	5.1	Winter	No Holiday	Yes
76	13	-0.9	84	1.2	333	-3.2	0.09	0	5	Winter	No Holiday	Yes
116	14	0.5	76	0.9	364	-3.2	0.17	0	4.2	Winter	No Holiday	Yes
137	15	1.6	73	0.9	421	-2.7	0.6	0	3.2	Winter	No Holiday	Yes
181	16	1.8	76	0.8	410	-1.9	0.47	0	2.7	Winter	No Holiday	Yes
175	17	0.4	84	0.8	317	-1.9	0.15	0	2.7	Winter	No Holiday	Yes
281	18	0	88	0.6	277	-1.7	0	0	2.7	Winter	No Holiday	Yes
198	19	1.3	65	1.1	1122	-4.5	0	0	2.7	Winter	No Holiday	Yes
165	20	3.3	65	3.2	1172	-2.6	0	0	2.7	Winter	No Holiday	Yes
148	21	2.8	73	2.4	831	-1.5	0	0	2.6	Winter	No Holiday	Yes
160	22	1.5	82	2.4	537	-1.2	0	0	2.6	Winter	No Holiday	Yes
128	23	0.1	81	2.9	551	-2.7	0	0	2.6	Winter	No Holiday	Yes
122	0	-1	73	2.3	881	-5.2	0	0	2.6	Winter	No Holiday	Yes
122	1	-2	72	0.8	979	-6.3	0	0	2.6	Winter	No Holiday	Yes
93	2	-2.7	72	0.9	990	-7	0	0	2.6	Winter	No Holiday	Yes
55	3	-2.8	58	1.6	1315	-9.9	0	0	2.6	Winter	No Holiday	Yes
39	4	-2.9	59	1.8	1286	-9.8	0	0	2.6	Winter	No Holiday	Yes
55	5	-3.9	66	0.7	1209	-9.3	0	0	2.6	Winter	No Holiday	Yes
78	6	-4.3	70	1.6	1169	-8.9	0	0	2.6	Winter	No Holiday	Yes
165	7	-4.4	64	2.8	1367	-10.1	0	0	2.6	Winter	No Holiday	Yes
390	8	-5.2	58	2.2	1594	-12.1	0	0	2.5	Winter	No Holiday	Yes
199	9	-5.3	48	2.6	1810	-14.6	0.18	0	2.5	Winter	No Holiday	Yes
151	10	-4.6	41	2.8	1815	-15.8	0.57	0	2.5	Winter	No Holiday	Yes
174	11	-3.5	35	2.2	1742	-16.7	0.87	0	2.5	Winter	No Holiday	Yes
191	12	-2.5	31	2.6	1778	-17.3	1.08	0	2.3	Winter	No Holiday	Yes
189	13	-2.2	25	3.2	1970	-19.6	1.17	0	2.2	Winter	No Holiday	Yes
178	14	-2.2	23	3.7	1971	-20.5	1.09	0	2.2	Winter	No Holiday	Yes
195	15	-1.3	26	3	2000	-18.3	0.91	0	2.1	Winter	No Holiday	Yes
211	16	-1.8	31	3.1	1993	-16.7	0.56	0	2	Winter	No Holiday	Yes
256	17	-2.7	35	1.8	2000	-16	0.18	0	2	Winter	No Holiday	Yes
384	18	-3.8	42	3.3	2000	-14.8	0	0	2	Winter	No Holiday	Yes
276	19	-4.5	51	2	2000	-13.1	0	0	2	Winter	No Holiday	Yes
225	20	-4.9	55	2	2000	-12.5	0	0	2	Winter	No Holiday	Yes
224	21	-5	57	1.9	2000	-12.2	0	0	2	Winter	No Holiday	Yes
213	22	-5.5	56	1.5	2000	-12.9	0	0	2	Winter	No Holiday	Yes
149	23	-5.8	57	1.7	2000	-12.9	0	0	2	Winter	No Holiday	Yes
142	0	-6.5	63	1.5	1666	-12.3	0	0	2	Winter	No Holiday	Yes
172	1	-7.3	67	1.1	1593	-12.3	0	0	2	Winter	No Holiday	Yes
108	2	-7.8	68	0.9	1642	-12.6	0	0	2	Winter	No Holiday	Yes
71	3	-8.1	70	1.3	1557	-12.6	0	0	2	Winter	No Holiday	Yes
38	4	-8.5	73	1	1723	-12.4	0	0	2	Winter	No Holiday	Yes
56	5	-8.3	67	0.9	1566	-13.3	0	0	2	Winter	No Holiday	Yes
97	6	-8.2	66	0.9	1718	-13.4	0	0	2	Winter	No Holiday	Yes
213	7	-8.1	67	0.9	1737	-13.1	0	0	2	Winter	No Holiday	Yes
466	8	-7.8	65	1.1	1738	-13.2	0	0	2	Winter	No Holiday	Yes
239	9	-6.7	62	1.1	1749	-12.7	0.09	0	2	Winter	No Holiday	Yes
162	10	-5.4	56	1.1	1751	-12.8	0.28	0	2	Winter	No Holiday	Yes
204	11	-4.2	51	1.1	1772	-12.8	0.4	0	1.9	Winter	No Holiday	Yes
209	12	-3.2	49	1.3	1723	-12.4	0.53	0	1.9	Winter	No Holiday	Yes
228	13	-1.3	43	1	1777	-12.3	0.8	0	1.7	Winter	No Holiday	Yes
243	14	-0.5	44	1	1793	-11.2	0.71	0	1.7	Winter	No Holiday	Yes
240	15	-0.2	45	1	1852	-10.7	0.41	0	1.6	Winter	No Holiday	Yes
225	16	-0.5	48	1.1	1722	-10.1	0.12	0	1.6	Winter	No Holiday	Yes
237	17	-0.9	70	1.1	299	-5.6	0.02	0	2.2	Winter	No Holiday	Yes
329	18	-1.4	79	1.6	702	-4.5	0	0.1	2.2	Winter	No Holiday	Yes
190	19	-1.5	81	1.8	751	-4.3	0	0	2.2	Winter	No Holiday	Yes
165	20	-1.9	86	0.9	700	-3.9	0	0	2.4	Winter	No Holiday	Yes
197	21	-2	83	1.2	904	-4.5	0	0.1	2.4	Winter	No Holiday	Yes
184	22	-1.6	82	0.4	929	-4.2	0	0	2.3	Winter	No Holiday	Yes
153	23	-1.1	87	1.4	349	-2.9	0	0	2.2	Winter	No Holiday	Yes
166	0	-1.3	90	2	259	-2.7	0	0	2.2	Winter	No Holiday	Yes
189	1	-1.8	90	1.6	263	-3.2	0	0	2.2	Winter	No Holiday	Yes
132	2	-2.2	88	1.4	348	-3.9	0	0	2.2	Winter	No Holiday	Yes
79	3	-2.9	89	1.3	288	-4.4	0	0	2.2	Winter	No Holiday	Yes
58	4	-3.6	91	1.2	241	-4.8	0	0	2.2	Winter	No Holiday	Yes
49	5	-4.3	91	1.5	233	-5.5	0	0	2.2	Winter	No Holiday	Yes
84	6	-4.8	91	1.1	266	-6	0	0	2.2	Winter	No Holiday	Yes
178	7	-5.3	90	1.1	311	-6.6	0	0	2.2	Winter	No Holiday	Yes
423	8	-5.6	89	0.9	371	-7.1	0	0	2.2	Winter	No Holiday	Yes
265	9	-5.3	88	0.4	463	-6.9	0.21	0	2.2	Winter	No Holiday	Yes
169	10	-3	71	0.7	608	-7.5	0.67	0	2.1	Winter	No Holiday	Yes
243	11	-0.7	62	0.7	519	-7	0.77	0	2	Winter	No Holiday	Yes
290	12	1.9	40	2	1835	-10.3	1.04	0	1.9	Winter	No Holiday	Yes
285	13	3.2	42	1.8	1349	-8.5	1.08	0	1.8	Winter	No Holiday	Yes
255	14	4.3	47	2.3	953	-6	0.96	0	1.6	Winter	No Holiday	Yes
316	15	4.4	46	1.4	1113	-6.2	0.78	0	1	Winter	No Holiday	Yes
301	16	4.1	51	1.8	1112	-5.1	0.48	0	0.9	Winter	No Holiday	Yes
366	17	2.9	60	1.3	1193	-4.1	0.16	0	0.8	Winter	No Holiday	Yes
531	18	1.7	64	1.3	1140	-4.3	0	0	0.8	Winter	No Holiday	Yes
355	19	0.8	71	0.9	923	-3.8	0	0	0.8	Winter	No Holiday	Yes
288	20	0.2	72	0.7	990	-4.2	0	0	0.8	Winter	No Holiday	Yes
248	21	-0.4	74	0.6	1065	-4.4	0	0	0.8	Winter	No Holiday	Yes
252	22	-1.1	78	0.6	865	-4.4	0	0	0.8	Winter	No Holiday	Yes
212	23	-1.5	79	0.6	821	-4.6	0	0	0.8	Winter	No Holiday	Yes
196	0	-1.7	79	0.5	794	-4.8	0	0	0.8	Winter	Holiday	Yes
250	1	-1.6	79	0.6	784	-4.7	0	0	0.8	Winter	Holiday	Yes
161	2	-1.1	79	0.7	736	-4.2	0	0	0.8	Winter	Holiday	Yes
99	3	-0.6	76	0.5	789	-4.3	0	0	0.7	Winter	Holiday	Yes
64	4	-0.3	76	0.9	760	-4	0	0	0.7	Winter	Holiday	Yes
76	5	-0.2	73	0.8	880	-4.4	0	0	0.7	Winter	Holiday	Yes
114	6	-0.1	71	0.8	895	-4.7	0	0	0.7	Winter	Holiday	Yes
283	7	-0.3	72	0.7	919	-4.7	0	0	0.7	Winter	Holiday	Yes
544	8	-0.4	69	0.5	904	-5.4	0	0	0.7	Winter	Holiday	Yes
298	9	0.3	67	0.7	897	-5.1	0.03	0	0.6	Winter	Holiday	Yes
248	10	1.4	64	1	897	-4.6	0.25	0	0.5	Winter	Holiday	Yes
278	11	3.1	57	0.8	804	-4.6	0.63	0	0	Winter	Holiday	Yes
301	12	4.5	56	0.8	836	-3.5	0.71	0	0	Winter	Holiday	Yes
320	13	5.4	55	1.2	820	-2.9	0.66	0	0	Winter	Holiday	Yes
326	14	5.9	55	0.6	779	-2.4	0.48	0	0	Winter	Holiday	Yes
386	15	6.5	55	0.9	801	-1.9	0.38	0	0	Winter	Holiday	Yes
416	16	6	58	0.7	732	-1.6	0.19	0	0	Winter	Holiday	Yes
477	17	5.4	61	1.3	691	-1.5	0.08	0	0	Winter	Holiday	Yes
671	18	4.9	63	0.6	677	-1.5	0	0	0	Winter	Holiday	Yes
481	19	5.2	64	0.7	691	-1	0	0	0	Winter	Holiday	Yes
323	20	5.9	67	1.3	779	0.2	0	0	0	Winter	Holiday	Yes
309	21	6.1	70	2.2	763	1	0	0	0	Winter	Holiday	Yes
314	22	6.1	70	2.7	806	1	0	0	0	Winter	Holiday	Yes
249	23	5.8	74	2.5	832	1.5	0	0	0	Winter	Holiday	Yes
282	0	5.8	75	1.9	788	1.7	0	0	0	Winter	No Holiday	Yes
337	1	5.7	75	1.7	706	1.6	0	0	0	Winter	No Holiday	Yes
312	2	5.6	76	1.6	641	1.6	0	0	0	Winter	No Holiday	Yes
230	3	5.4	77	1.6	583	1.6	0	0	0	Winter	No Holiday	Yes
120	4	5.3	79	0.9	506	1.9	0	0	0	Winter	No Holiday	Yes
59	5	5	81	1.2	425	2	0	0	0	Winter	No Holiday	Yes
63	6	5.1	81	1.3	375	2.1	0	0	0	Winter	No Holiday	Yes
99	7	5.1	82	0.7	334	2.2	0	0	0	Winter	No Holiday	Yes
188	8	5.1	83	0.9	297	2.4	0	0	0	Winter	No Holiday	Yes
239	9	5.2	84	0.7	226	2.7	0.03	0	0	Winter	No Holiday	Yes
235	10	5.4	82	1.2	215	2.5	0.13	0	0	Winter	No Holiday	Yes
282	11	5.7	81	1.1	192	2.6	0.18	0	0	Winter	No Holiday	Yes
325	12	7	72	1.9	246	2.2	0.64	0	0	Winter	No Holiday	Yes
423	13	7.7	68	1	249	2.1	0.58	0	0	Winter	No Holiday	Yes
405	14	8.6	63	1.6	263	1.9	0.72	0	0	Winter	No Holiday	Yes
443	15	8.6	64	1.5	269	2.1	0.57	0	0	Winter	No Holiday	Yes
473	16	8.2	64	1	281	1.7	0.32	0	0	Winter	No Holiday	Yes
453	17	7.7	67	0.9	264	1.9	0.11	0	0	Winter	No Holiday	Yes
340	18	6.6	73	0.4	229	2	0	0	0	Winter	No Holiday	Yes
260	19	6	76	1.1	219	2	0	0	0	Winter	No Holiday	Yes
258	20	5.9	75	1.5	222	1.7	0	0	0	Winter	No Holiday	Yes
279	21	5.6	77	0.9	212	1.8	0	0	0	Winter	No Holiday	Yes
282	22	5.3	79	0.6	200	1.9	0	0	0	Winter	No Holiday	Yes
237	23	5.5	80	0.6	185	2.3	0	0	0	Winter	No Holiday	Yes
266	0	5.6	78	0.6	196	2	0	0	0	Winter	Holiday	Yes
251	1	5.6	78	0.5	197	2	0	0	0	Winter	Holiday	Yes
196	2	5.4	80	0.9	190	2.2	0	0	0	Winter	Holiday	Yes
149	3	5.2	82	0.8	190	2.3	0	0	0	Winter	Holiday	Yes
79	4	5.2	82	0.7	189	2.3	0	0	0	Winter	Holiday	Yes
44	5	5.1	82	0.6	185	2.2	0	0	0	Winter	Holiday	Yes
12	6	4.9	84	1.3	159	2.4	0	0.1	0	Winter	Holiday	Yes
3	7	4.7	89	1.1	100	3	0	0	0	Winter	Holiday	Yes
4	8	4.6	91	1.7	95	3.2	0	0	0	Winter	Holiday	Yes
3	9	4.6	94	0.9	90	3.7	0	6.4	0	Winter	Holiday	Yes
4	10	4.8	96	0.6	87	4.2	0.04	0	0	Winter	Holiday	Yes
9	11	4.6	95	0.8	156	3.8	0.05	0	0	Winter	Holiday	Yes
4	12	4.1	91	0.8	404	2.7	0.07	9.5	0	Winter	Holiday	Yes
7	13	3.7	90	0.7	744	2.2	0.15	0	0	Winter	Holiday	Yes
28	14	3.3	90	2.5	561	1.8	0.19	0	0	Winter	Holiday	Yes
38	15	2.9	90	2	380	1.4	0.08	3.5	0	Winter	Holiday	Yes
54	16	2.3	91	3.3	270	0.9	0.07	0	0	Winter	Holiday	Yes
104	17	2.2	86	2.6	605	0	0.04	0	0	Winter	Holiday	Yes
128	18	1.9	82	4.3	699	-0.8	0.01	0.5	0	Winter	Holiday	Yes
132	19	1.1	68	4.4	695	-4.1	0	0	0	Winter	Holiday	Yes
116	20	0.6	67	3.3	506	-4.8	0	0	0	Winter	Holiday	Yes
145	21	0.4	69	3.5	477	-4.6	0	0	0	Winter	Holiday	Yes
110	22	0.2	69	2.7	565	-4.8	0	0	0	Winter	Holiday	Yes
128	23	0	63	3.2	884	-6.2	0	0	0	Winter	Holiday	Yes
160	0	-0.6	64	2.4	1010	-6.5	0	0	0	Winter	Holiday	Yes
132	1	-1.2	57	4.3	1429	-8.6	0	0	0	Winter	Holiday	Yes
115	2	-1.8	53	4.1	1825	-10.1	0	0	0	Winter	Holiday	Yes
100	3	-2.3	52	3.4	1947	-10.8	0	0	0	Winter	Holiday	Yes
72	4	-3	51	3.2	2000	-11.7	0	0	0	Winter	Holiday	Yes
32	5	-3.7	51	2.6	2000	-12.3	0	0	0	Winter	Holiday	Yes
59	6	-4.1	50	3	2000	-13	0	0	0	Winter	Holiday	Yes
61	7	-4.6	46	2.8	2000	-14.4	0	0	0	Winter	Holiday	Yes
94	8	-4.9	44	3	2000	-15.3	0	0	0	Winter	Holiday	Yes
107	9	-4.6	40	3.5	2000	-16.1	0.18	0	0	Winter	Holiday	Yes
133	10	-3.7	35	3.7	1937	-16.9	0.57	0	0	Winter	Holiday	Yes
179	11	-2.8	35	2.9	1984	-16.1	0.87	0	0	Winter	Holiday	Yes
221	12	-1.6	33	2.5	1874	-15.8	1.18	0	0	Winter	Holiday	Yes
244	13	-1.5	33	3.8	2000	-15.7	1.18	0	0	Winter	Holiday	Yes
274	14	-0.4	31	2	2000	-15.5	1.1	0	0	Winter	Holiday	Yes
319	15	0.4	28	2.5	2000	-16	0.9	0	0	Winter	Holiday	Yes
272	16	0.4	27	2	2000	-16.4	0.58	0	0	Winter	Holiday	Yes
260	17	-0.7	29	2	2000	-16.5	0.21	0	0	Winter	Holiday	Yes
237	18	-1.6	33	2	2000	-15.8	0	0	0	Winter	Holiday	Yes
184	19	-1.8	41	2.1	2000	-13.3	0	0	0	Winter	Holiday	Yes
181	20	-2.1	49	1.7	2000	-11.4	0	0	0	Winter	Holiday	Yes
185	21	-1.7	51	1.7	2000	-10.5	0	0	0	Winter	Holiday	Yes
176	22	-1.3	53	1.7	2000	-9.6	0	0	0	Winter	Holiday	Yes
169	23	-1	55	1.9	2000	-8.9	0	0	0	Winter	Holiday	Yes
178	0	-1.4	58	1	1880	-8.6	0	0	0	Winter	No Holiday	Yes
127	1	-1.5	62	1.3	2000	-7.8	0	0	0	Winter	No Holiday	Yes
85	2	-2.1	69	1	1995	-7	0	0	0	Winter	No Holiday	Yes
72	3	-2.6	70	1	1992	-7.3	0	0	0	Winter	No Holiday	Yes
49	4	-2.6	72	1.4	1929	-6.9	0	0	0	Winter	No Holiday	Yes
65	5	-2.9	77	0.8	1833	-6.3	0	0	0	Winter	No Holiday	Yes
120	6	-2.8	73	0.7	1906	-6.9	0	0	0	Winter	No Holiday	Yes
296	7	-2.9	73	1.9	1911	-7	0	0	0	Winter	No Holiday	Yes
578	8	-2.7	68	2.2	1919	-7.7	0	0	0	Winter	No Holiday	Yes
293	9	-2.8	52	2.9	1895	-11.3	0.16	0	0	Winter	No Holiday	Yes
180	10	-2.2	36	4.1	1930	-15.2	0.53	0	0	Winter	No Holiday	Yes
250	11	-2.1	28	4.9	1887	-18.2	0.87	0	0	Winter	No Holiday	Yes
262	12	-1.3	23	4	2000	-19.8	1.09	0	0	Winter	No Holiday	Yes
262	13	-2	15	4.7	1970	-25.2	1.18	0	0	Winter	No Holiday	Yes
271	14	-1.6	20	4.3	2000	-21.6	1.11	0	0	Winter	No Holiday	Yes
246	15	-1.9	17	5	2000	-23.7	0.93	0	0	Winter	No Holiday	Yes
282	16	-1.9	17	3.3	2000	-23.7	0.61	0	0	Winter	No Holiday	Yes
350	17	-3.6	20	3.7	2000	-23.3	0.23	0	0	Winter	No Holiday	Yes
481	18	-4.7	23	3.4	2000	-22.7	0.01	0	0	Winter	No Holiday	Yes
317	19	-5.4	27	3	2000	-21.5	0	0	0	Winter	No Holiday	Yes
252	20	-6.1	32	4.7	2000	-20.1	0	0	0	Winter	No Holiday	Yes
220	21	-6.6	39	3.2	2000	-18.2	0	0	0	Winter	No Holiday	Yes
213	22	-7.2	38	3.1	2000	-19.1	0	0	0	Winter	No Holiday	Yes
156	23	-7.5	37	3.1	2000	-19.7	0	0	0	Winter	No Holiday	Yes
133	0	-7.9	37	2.2	2000	-20	0	0	0	Winter	No Holiday	Yes
142	1	-8.2	39	1.8	2000	-19.7	0	0	0	Winter	No Holiday	Yes
93	2	-8.6	37	1.5	2000	-20.7	0	0	0	Winter	No Holiday	Yes
81	3	-9.1	37	1	2000	-21.1	0	0	0	Winter	No Holiday	Yes
55	4	-9.1	33	2.3	2000	-22.4	0	0	0	Winter	No Holiday	Yes
66	5	-9.4	36	1.9	2000	-21.7	0	0	0	Winter	No Holiday	Yes
105	6	-9.8	37	1.7	2000	-21.7	0	0	0	Winter	No Holiday	Yes
262	7	-10.1	38	2.3	2000	-21.7	0	0	0	Winter	No Holiday	Yes
502	8	-10.2	35	1.8	2000	-22.7	0	0	0	Winter	No Holiday	Yes
279	9	-9.8	33	2	1997	-23	0.17	0	0	Winter	No Holiday	Yes
146	10	-8.5	29	2.4	1992	-23.4	0.56	0	0	Winter	No Holiday	Yes
213	11	-6.8	28	2.1	1986	-22.3	0.88	0	0	Winter	No Holiday	Yes
230	12	-5.5	21	2.1	1941	-24.4	1.08	0	0	Winter	No Holiday	Yes
258	13	-4.7	18	3.7	2000	-25.4	1.16	0	0	Winter	No Holiday	Yes
231	14	-4	18	2.4	2000	-24.8	1.09	0	0	Winter	No Holiday	Yes
228	15	-3.1	16	2.2	2000	-25.4	0.9	0	0	Winter	No Holiday	Yes
269	16	-3.2	23	2.7	2000	-21.4	0.57	0	0	Winter	No Holiday	Yes
314	17	-4.2	26	2.2	2000	-20.8	0.2	0	0	Winter	No Holiday	Yes
466	18	-5.2	32	2.2	2000	-19.3	0	0	0	Winter	No Holiday	Yes
315	19	-5.5	31	2.1	2000	-19.9	0	0	0	Winter	No Holiday	Yes
262	20	-5.9	34	0.9	2000	-19.2	0	0	0	Winter	No Holiday	Yes
242	21	-6.4	34	1.2	2000	-19.7	0	0	0	Winter	No Holiday	Yes
243	22	-6.4	36	1.3	2000	-19	0	0	0	Winter	No Holiday	Yes
216	23	-6.3	39	0.9	2000	-18	0	0	0	Winter	No Holiday	Yes
