raf	mek	plc	pip2	pip3	erk	akt	pka	pkc	p38	jnk	cd3_cd28	icam2	aktinhib	g0076	psitect	u0126	ly	pma	b2camp
64.4	50.9	12.7	12.4	3.11	22.5	30	573	25	54.7	20.9	1.0084	-0.0014	0.0131	-0.0108	0.0114	-0.0035	0.0179	-0.0028	0.0197
97.3	22.7	17.5	101	31.3	19.6	25.3	352	13.9	36.2	9.82	1.0008	0.0042	-0.0033	-0.0042	0.004	-0.0004	-0.005	-0.0098	-0.004
79.1	28.4	7.3	6.73	66.7	27.4	53.3	1655	40	66.1	20.4	0.9903	-0.0004	-0.0028	0.0049	0.0106	0.0034	-0.0058	-0.0144	-0.013
106	24.8	1.35	61	16.1	70.4	108	1018	15.4	31.9	14.2	0.994	-0.0004	-0.0128	-0.0067	0.0157	0.0141	-0.0105	-0.0068	-0.0059
76.4	30.8	8.51	141	12.1	19.3	34	297	6.15	29.4	118	0.9924	-0.0219	-0.0035	0.0069	-0.0098	0.0104	-0.0182	0.003	-0.0219
108	30.8	21.5	41	30.8	6.61	27.4	1094	11.5	30.2	67.3	1.0152	0.0147	0.0006	-0.0108	-0.002	-0.006	-0.026	-0.0048	-0.0016
53.3	34.6	18.3	41	56.2	3.79	30.8	965	3.43	16.4	70.4	1.0111	0.0016	-0.0128	-0.0147	0.0037	0.0113	0.0082	0.0024	-0.0015
27.9	19.3	24.4	106	23.7	14.7	21.3	519	14.9	36.2	16.5	1.0093	0.0108	0.0016	-0.0264	0.0002	-0.0105	-0.0172	0.0109	0.0003
69.8	26.2	21.9	20.4	17	18.9	45.3	533	2.41	9.47	74.3	0.9963	-0.0059	-0.0038	0.0005	0.0118	-0.0056	0.0034	-0.0017	0.0055
7.23	5.88	17.8	119	14.1	8.82	23.7	445	3	18.1	66.7	1.0053	-0.004	-0.0081	-0.0039	-0.0034	0.0074	0.0014	-0.0061	0
49.1	18.8	14.9	29.4	15	17.6	28.1	470	1.88	21.9	59.4	1.0172	0.0116	0.0011	0.0077	0.0005	0.0052	-0.0136	0.0105	0.0072
42.6	15.7	53.3	62.6	16.5	3.79	10.3	552	6.98	44.9	271	0.9841	-0.0015	-0.0071	-0.0011	0.0235	0.0103	-0.0117	0.0045	0.0034
16.5	22.9	9.22	10.9	46.1	3.59	13.6	874	12.5	28.1	2.89	0.9955	0.008	0.0052	-0.0172	0.024	-0.006	0.0041	0.0002	0.0132
101	61	17.9	13	27.9	7.99	11.1	215	5.14	11.4	58.8	0.9835	-0.0262	0.0011	0.0166	-0.0097	0.0032	-0.0062	-0.0001	0.0013
59.9	21.9	11.5	17.2	13.3	8.82	24.8	965	9.22	44.9	3.85	0.9839	0.0078	0.0078	0.0116	0.0036	-0.0023	0.0022	-0.0027	-0.0109
102	46.1	11.3	104	13.3	36.8	65.5	914	13.7	33.4	11	1.0072	0.009	-0.0103	0.0023	0.0061	0.0053	-0.0113	0.0067	0.0056
142	101	26.9	422	101	11.3	19.5	649	8.43	29.2	138	0.9854	0.0028	-0.0113	0.0208	-0.0065	0.0125	0.0002	0.0084	0.0061
61.5	17.2	17.8	10.1	16.7	14.9	33.1	542	11.1	20.9	154	0.9842	0.0031	-0.0031	0.0037	0.0028	0.004	0.0149	0.0157	-0.0067
54.7	20.4	15.5	35.2	32.5	11.7	18.1	599	1.63	17.5	67.9	1.0046	0.0029	-0.004	0.0002	-0.0107	0.005	0.0134	0.0032	-0.0176
50.5	19.5	4.78	13.6	24.8	11.7	28.9	509	18.3	39.6	23.3	1.0026	0.0061	0.0045	-0.0069	0	0.0055	0.0101	-0.0134	0.0015
34	13.3	26.7	38.2	98.2	34	59.4	704	32.8	63.2	50.9	0.9852	-0.0062	-0.0007	0.0035	-0.0037	-0.0081	0.0082	0.0011	-0.0095
48.7	19.5	32.8	43.7	44.9	8.58	24.4	466	1.6	20.4	64.9	1.0013	-0.0026	-0.0071	-0.0174	-0.0071	0.0018	0.0027	-0.0074	0.0034
70.4	25.3	12.3	145	21.1	4.53	24.6	255	4.83	18.8	51.9	0.9978	0.0136	0.0026	-0.0076	-0.0191	0.0038	0.003	-0.0129	0.0042
45.7	19.1	6.32	94.7	17.2	8.43	16	244	3.08	23.5	93.9	0.9989	-0.0116	-0.0029	-0.0055	-0.0044	-0.0046	-0.0009	-0.0111	0.006
78.4	33.1	25.3	27.4	46.6	66.7	164	3220	17.8	29.7	18.3	0.9901	0.0053	-0.0217	0.0022	-0.0137	0.0063	0.007	0.0124	0.0076
17.6	11.4	32.5	94.7	117	23.7	36.5	355	9.82	23.1	18.9	1.0047	-0.0022	-0.0106	0.002	-0.0059	0.0056	0.0018	0.007	-0.0112
29.4	26.4	15.1	21.5	8.13	15.4	71.7	610	2.07	22.1	57.3	0.9864	-0.0073	-0.0052	0.0033	-0.007	-0.0092	-0.012	0.0034	-0.0058
63.8	21.1	7.64	38.2	50	4.41	13.9	461	20.5	31.3	13.2	1.0053	0.0174	-0.0108	-0.0008	-0.0081	-0.0204	-0.0002	-0.0017	0.0031
227	155	28.6	32.8	22.3	10.8	10.1	362	19.6	39.2	12.1	1.0121	0.0145	0.0019	-0.005	0.0071	0.0139	0.0088	0.0052	0.0084
64.4	29.7	13.7	33.4	8.58	7.7	23.1	1252	12.6	25.3	1.11	1.0162	0.0025	-0.026	0.0318	0.0046	-0.001	0.0231	-0.0078	-0.0193
57.8	15.3	19.5	71	31.6	14.3	17.9	505	18.9	38.9	33.1	1.0013	0.0052	-0.0023	0.0093	-0.0027	-0.0004	-0.0063	0.0017	-0.0065
75	23.7	13.5	178	31.6	21.5	33.1	255	28.1	43.7	12.5	0.9894	0.0064	0.0106	0.0161	0.0042	0.0168	0.0082	-0.0087	0.0153
48.7	25	52.3	109	16.3	6.85	17.8	445	3.85	16	63.8	0.9896	-0.0112	-0.0053	-0.0159	-0.002	0.0279	0.0062	0.0093	0.0063
61	53.3	27.4	32.5	3.72	9.56	25.7	1346	1.42	19.6	79.9	0.9898	-0.005	-0.0068	-0.0229	-0.0031	-0.0047	-0.0073	0	0.0224
96.5	46.1	16.1	15.5	31.6	3.85	22.3	5.57	6.15	32.5	73	1.0094	-0.0124	0.0038	-0.0009	-0.0015	0.014	0.0057	0.0093	-0.0162
54.7	26.2	12.5	93.9	14.9	11.5	18.6	474	16.4	24.1	7.3	1.0087	0.0071	0.0107	0.0086	0.0059	0.0051	-0.0021	-0.0057	-0.0016
118	39.2	66.1	75	14.1	4.33	11.1	562	18.3	36.5	13.3	1.0018	0.0136	0.0042	0.0122	-0.0003	-0.0043	-0.011	-0.002	0.0008
96.5	56.2	29.7	39.2	16.1	12.2	37.9	1000	17.3	47	23.1	1.0124	0.0074	-0.0062	0.0308	-0.0192	-0.0017	0.0013	0.0017	0.0082
89	52.8	24.4	18.9	3.85	23.1	42.9	710	21.1	37.9	18.6	0.9933	-0.0088	0.0209	0.0067	-0.0106	-0.0141	-0.0266	-0.0114	-0.0001
25.3	38.5	21.5	48.3	75	19.1	33.7	308	89	138	46.6	1.0056	0.0044	-0.0119	-0.0037	0.0207	-0.0093	-0.0081	-0.0015	-0.0027
96.5	46.1	20.9	51.4	14.5	53.3	118	882	3.34	12.9	30.5	1.0127	0.0044	-0.0069	0.0025	0.0072	-0.0122	0.0154	0.0134	0.0012
62.6	34.9	18.1	133	30	21.5	24.1	403	9.56	21.3	13.6	1.0052	0.0053	0.003	-0.0038	-0.011	-0.0116	-0.0134	0.0012	-0.0048
18.3	20	47.4	75.7	63.2	13.3	19.3	400	19.3	31.9	29.4	1.0025	-0.0136	0.0001	-0.0142	-0.0119	0.0045	-0.0104	-0.003	0.0035
65.5	32.5	12.9	17	12.7	18.8	31.1	334	5.88	33.1	138	1.0176	-0.0125	-0.0131	-0.022	-0.0092	0.0011	-0.0111	0.0167	-0.0183
85.1	41	14.9	32.2	27.4	38.5	47	777	6.38	23.1	56.2	1.0262	0.0151	-0.0066	0.0002	0.0075	0.0032	0.0142	0.0087	-0.0038
79.9	25	36.5	26.2	42.6	4.91	9.91	385	5.42	25.9	98.2	0.9967	-0.0276	-0.0001	0.0083	-0.0123	0.0053	-0.0071	-0.0073	0.01
42.2	20.2	8.2	26.9	23.9	19.1	40.3	422	22.9	32.5	24.4	0.9997	0.0028	0.0116	0.0125	-0.01	0.0124	-0.0243	-0.0156	-0.0078
61	19.1	10.2	68.5	28.6	10.9	6.55	267	20.5	43.7	21.9	0.9982	-0.0031	-0.0019	-0.0117	0.0013	0.0086	-0.0043	0.001	0.0188
17.5	10.9	6.1	155	21.3	17.2	26.4	389	17.3	47	23.7	0.9953	0	0.0002	0.0072	0.0091	-0.0023	-0.003	0.0119	-0.0101
36.5	22.3	33.4	63.8	126	9.73	19.8	552	20.9	34.6	15.4	0.9991	0.0139	0.0106	0.0141	0.0151	-0.0194	-0.0044	0.0008	0.0108
14.6	14.9	21.7	167	31.3	19.1	32.8	286	5.19	15.5	108	1.0133	0.0011	0.0139	0.0044	0.0032	-0.0005	-0.0096	-0.0039	-0.0057
17.3	24.4	25.7	26.9	8.58	21.5	36.2	284	17	35.2	14.9	1.0102	0.0002	-0.0007	0.0081	-0.0047	0.0021	-0.0142	-0.0084	-0.0078
63.2	10.9	65.5	127	29.7	26.9	53.8	337	25.9	38.9	20.5	0.991	-0.0056	0.0094	-0.0221	-0.0084	-0.0145	0.0014	-0.0204	0.0061
35.2	16	12.5	157	48.3	15.5	117	1499	28.9	46.1	10.7	1.003	-0.014	0.0203	-0.0021	0.0057	0.0276	0.0028	0.0113	-0.0061
57.3	27.6	14.5	173	37.2	5.57	12.4	604	15.8	37.2	18.8	1.0016	-0.0005	0.0135	0.0081	0.0185	0.0016	-0.0203	-0.013	-0.0029
24.4	15.5	15	114	15.8	16.7	30	1000	13.6	20.5	17.3	0.9916	0.012	-0.0105	0.0068	0	0.0043	0.0111	-0.0052	0.0108
69.8	40.7	14.6	135	27.9	29.2	42.9	385	14.3	24.1	9.06	0.9981	0.0145	0.0068	0.0007	0.0065	-0.0181	0.0003	0.0143	-0.0123
74.3	35.9	44.9	53.8	75	10.6	33.1	1382	10.6	28.9	4.26	0.9902	0.0002	0.0125	0.0158	0.0145	-0.0147	-0.0068	0.0012	-0.0015
101	35.5	16.5	88.2	16.8	49.6	72.3	730	17.2	32.5	17.9	1.0027	-0.0094	0.0084	0.0096	0.0021	-0.0003	-0.0102	-0.0068	-0.0059
41.4	17.2	22.1	21.1	12.7	23.9	34.3	379	1	13.2	8.66	1.0155	-0.0112	0.0004	0.0004	0.0166	0.0095	-0.0091	-0.0151	0.0188
82	66.1	11.4	17.2	32.8	5.28	12.3	158	25.7	63.2	31.9	1.0003	-0.0037	0.0028	0.0071	-0.0084	0.0193	0.009	-0.0031	0.0221
86.6	38.2	18.8	10.3	2.48	19.5	31.3	382	18.8	30.5	3.49	1.0104	-0.0023	0.0037	-0.0031	-0.0003	-0.0059	-0.0029	-0.0076	0.0109
14.1	7.23	20.7	155	13.5	17.3	86.6	195	20.5	38.2	15.8	0.9937	0.0161	0.0044	-0.0024	0.0016	-0.0001	-0.0162	0.0079	0.0018
89.8	52.3	2.81	14.5	49.1	38.2	83.5	750	25.5	41	15	0.9927	0.005	0.0281	0.0167	0.0102	-0.0026	-0.0051	0.0009	-0.0121
97.3	41.4	27.6	178	48.3	11.3	27.1	528	3.82	14.6	68.5	0.9995	0.0095	-0.0061	-0.0054	0.0095	0.024	-0.0038	0.0185	0.0048
26.9	13.7	11	34.9	35.5	17.5	39.2	505	13.9	30.2	10.2	0.9958	0.0079	-0.0055	0.0034	0.0155	0.0076	0.008	-0.0194	0.0065
89	21.3	13.7	20.7	15.5	3.31	13.7	407	1.78	1.53	55.2	1.0058	0.0124	0.0001	0.0056	0.0017	0.0094	0.0114	-0.007	-0.0101
66.1	23.9	17.6	12.6	20	21.7	35.9	269	24.4	36.5	11.3	0.9956	0.0247	-0.0064	-0.0198	-0.0079	-0.0207	-0.0029	-0.0177	-0.011
129	53.3	25.3	382	87.4	7.64	8.13	305	6.49	40.3	87.4	0.999	0.007	-0.0038	-0.0026	0.0079	0.0022	0.0138	-0.0035	-0.0109
39.2	19.3	37.5	85.8	46.1	7.23	12.1	599	21.9	47	17.8	1.0144	0.0053	0.0051	-0.0061	-0.0148	-0.0261	0.0049	0.0049	-0.0001
25	18.6	4.03	12	36.2	29.7	41	346	5.78	11.9	26.4	0.9889	0.0074	-0.019	0.0071	-0.0142	0.0004	-0.0078	-0.0085	0.0011
45.7	19.3	7.17	98.2	29.7	5.33	22.9	365	23.3	40	21.1	0.9898	-0.0046	-0.0132	-0.0108	-0.0072	-0.0186	-0.0078	0.0035	0.0106
62.1	20.5	25	57.3	12.1	14.9	21.5	422	1	89	1.57	1.0076	0.0034	-0.0002	0.0044	0.0001	-0.0002	0.0005	0.0205	0.0064
71	32.5	20.2	83.5	131	4.83	20.5	25.3	23.9	37.5	17.8	1.0004	-0.0042	-0.0192	0.0051	-0.0109	0.0066	-0.0021	-0.0021	-0.0015
50	31.6	6.67	11.3	14.9	14.7	113	181	17.5	28.6	9.22	1.0067	-0.0255	-0.026	0.0021	-0.0005	0.0038	0.0128	0.0081	0.0008
102	31.6	4.41	12.9	21.7	8.58	18.3	523	10.1	33.4	104	0.9936	0.0047	-0.0012	0.012	-0.0079	-0.0175	0.0167	0.0043	0.0018
63.2	24.6	11.2	16.5	3.11	6.44	17.5	542	3.49	9.82	4.53	0.9893	0.0129	-0.0026	0.0097	-0.0247	0.0067	0.0009	0.0037	-0.0018
233	66.1	14.5	87.4	20.4	13.3	18.4	359	1	18.9	58.8	0.9811	0.0192	0.0058	-0.0021	0.0108	-0.0054	-0.0034	-0.0042	-0.0095
38.9	24.1	18.9	36.8	17.5	42.6	80.6	1075	11.8	35.9	11.3	1.0005	0.0135	0.0269	0.0096	0.0171	-0.0066	0.012	0.0009	0.0028
98.2	44.1	6.04	23.1	16.1	12	22.7	547	22.9	50.5	15.4	0.994	-0.0051	-0.0005	0.0199	-0.0022	0.0001	0.0108	-0.0197	0.0046
38.9	24.6	8.66	6.49	26.2	22.7	26.7	219	10.7	39.6	71.7	0.9999	0.0107	-0.006	0.0025	-0.016	-0.0019	0.0041	0.0206	0.0195
87.4	29.4	22.5	22.7	13.9	26.2	47.8	311	10.8	13.8	9.65	0.9944	-0.0082	0.0162	-0.0113	0.0034	0.0212	-0.0029	0.0158	-0.0103
75.7	21.5	1	71.7	2.27	6.26	15.5	418	14.7	28.9	12.7	0.9916	0.0104	-0.0104	0.0112	-0.0056	0.0068	0.0191	0.0269	-0.0017
79.9	18.9	15.7	80.6	23.7	7.77	15.1	396	20	32.8	18.6	1.0035	-0.0052	-0.0101	-0.0109	-0.0054	0.0224	-0.0005	-0.0016	0.0184
52.8	19.5	19.3	54.7	47.4	43.7	57.3	661	11.2	38.9	98.2	1.0056	-0.0126	0.0002	0.0024	0.0018	0.0064	-0.005	-0.0063	0.0072
63.8	17	33.7	35.2	12.9	70.4	109	1358	9.73	25.9	91.4	1.0042	0.0074	-0.0133	-0.0079	-0.0179	0.0026	0.0118	-0.0032	-0.0075
107	44.9	7.99	17.6	45.7	7.84	21.1	500	4.53	12.4	69.8	1.0156	-0.0048	-0.0109	-0.0115	-0.0191	-0.0015	0.0069	0.0106	0.0148
59.4	18.4	17	76.4	16.3	31.1	59.4	667	18.4	51.9	18.4	1.0093	-0.0124	-0.015	0.002	-0.0072	-0.0061	0.0005	-0.0131	-0.0129
106	74.3	48.7	61.5	24.8	16	36.2	542	7.7	27.9	167	1.0145	-0.021	0.0104	-0.0049	-0.0009	0.0059	-0.0065	0.0036	0.0096
71	40.7	11.7	16.8	14.5	7.99	16.7	655	24.8	43.3	14.3	0.9903	0.023	0.0034	-0.0093	0.0013	-0.0146	-0.0056	-0.0017	-0.0109
21.5	13.1	23.7	24.4	17	4.29	11.1	392	12.3	27.9	29.2	0.9983	-0.004	-0.0074	-0.0012	-0.0088	0.0042	0.0022	0.0105	-0.0055
149	51.4	33.7	120	31.6	29.4	54.2	1762	19.1	26.7	8.9	1.0025	0.0192	-0.0086	-0.0004	-0.0077	0.0115	-0.0087	0.006	0.0102
25.9	12.3	17.8	112	18.1	17.9	36.5	346	5	21.1	57.3	1.0089	-0.0102	0.004	-0.0035	0.0048	-0.0101	-0.0019	-0.0012	-0.0032
64.4	48.3	12.3	30	35.2	13.3	34.9	349	13.7	31.1	16.1	1.0143	0.0065	-0.005	-0.0065	-0.0002	-0.0106	0.0152	-0.0111	-0.009
36.2	11.3	15.5	16.4	37.9	15.3	22.9	414	4.14	10.4	68.5	0.986	0.0081	0.0012	0.0026	0.009	0.0077	-0.0168	0.0052	-0.0105
51.9	26.7	12.9	44.5	4.49	30.2	50	302	17.9	22.3	10.3	1.0075	0.0126	0.008	-0.0006	0.0075	-0.0292	-0.0126	0.0025	-0.0066
21.7	7.57	9.65	308	38.2	11.8	29.4	355	8.13	17.2	89.8	1.0063	-0.0022	0.0034	0.0063	0.0104	0.0137	-0.006	0.0014	0.0091
93.9	35.9	17.6	14.3	13	23.5	40	300	13.2	24.6	13	0.9986	-0.0124	-0.0042	-0.0275	-0.0041	0.0038	0.001	-0.021	0.011
56.7	20.5	13.6	88.2	30	24.4	32.5	414	25.3	41.4	16.4	0.985	-0.004	-0.0005	0.0012	-0.0115	-0.0036	-0.0046	-0.0039	-0.009
66.1	16.1	11	75	14.3	13.2	29.2	466	24.8	49.6	29.2	1.0051	0.0131	-0.0001	-0.0148	0.0009	-0.0067	0.0301	0.0077	-0.0105
27.6	17	11.2	99.1	50	29.7	50.5	1346	25.3	52.8	13.2	0.9997	-0.0034	0.0033	0.0088	0.0027	0.0115	-0.0213	-0.01	-0.0088
49.1	33.4	21.7	19.8	10.1	25.3	39.2	400	25.7	33.7	20.9	0.9984	-0.004	0.0134	0.0005	0.0042	-0.0032	0.0018	0.0033	-0.0023
157	51.9	12.3	21.7	45.3	5.99	45.3	49.1	7.77	10.3	41	0.9893	0.014	-0.0122	0.0074	0.0102	-0.0041	-0.0065	0.0029	-0.0021
124	33.4	13.5	16.3	17.5	16.1	25	466	9.47	24.1	262	0.9874	0.0149	0.0171	0.0083	0.0023	0.0044	0.0016	0.0034	-0.0029
37.9	16.4	34.6	39.2	6.85	2.53	13.9	239	4.07	58.8	89	0.9997	0.0088	-0.0008	0.0004	-0.004	0.0005	-0.0036	0.0054	0.0024
45.3	25.5	22.1	15.1	13.3	12.3	22.9	474	2.05	23.5	106	0.9927	0.0082	-0.0047	-0.0129	0.0118	-0.0169	-0.0003	0.0016	0.0105
163	86.6	33.1	53.8	15.4	40.3	53.3	316	18.9	38.5	13.2	0.9886	-0.0043	-0.0046	0.0185	-0.0023	0.0196	-0.0019	-0.0117	-0.0053
62.6	33.7	8.58	37.2	44.9	5	4.29	400	24.6	45.3	28.6	0.9986	0.0125	0.0029	-0.0138	-0.0152	-0.0051	0.0175	0.0001	0.0111
26.4	15.3	43.7	43.7	13.3	6.04	21.9	1037	30.8	61	14.2	1.0011	0.0072	0.0005	0.0038	0.0071	0.0049	0.0036	0.0004	0.0188
52.3	29.7	13.3	85.1	88.2	11.9	32.2	1446	19.5	43.7	20.7	1	0.0007	0.015	0.0185	0.0219	-0.0073	-0.0058	0.0095	-0.0096
81.3	24.8	21.5	25	4.53	181	248	621	15.3	34	22.1	1.0025	0.0128	-0.0137	-0.0087	0.0046	-0.0226	0.0015	0.0078	0.0147
95.6	38.2	5	281	64.4	26.4	45.3	496	26.2	48.7	10.4	0.9993	0.0158	0.005	0.0074	-0.0051	-0.0063	0.0033	-0.0069	0.018
79.9	29.4	5.05	117	17.3	30	71	828	8.82	22.1	12.6	0.9958	-0.0019	0.0086	-0.0029	-0.0079	-0.0116	0.0085	0.0026	0.0003
17.3	14.6	15.1	121	30.8	10.4	14.7	717	16	26.4	8.35	1.0226	0.0087	0.0128	-0.0015	0.0252	0.007	-0.0177	-0.0014	0.009
51.4	37.9	42.6	73.7	36.2	15.5	35.5	1219	1.98	17.6	77	1.0086	0.0107	0.0188	-0.013	-0.0033	-0.0079	0.0043	0.0083	-0.0108
38.5	7.3	3.13	17	17.5	29.4	41.8	470	27.4	42.9	16	0.9896	-0.0082	-0.0004	-0.0048	0.0091	-0.0254	0.0078	0.0042	-0.0028
52.8	53.3	3.65	13.6	42.6	36.8	62.6	1000	12.4	23.5	23.7	0.9987	0.0037	0.0126	0.0031	0.019	-0.0156	-0.0062	0.0091	0.0001
91.4	40.3	17	38.2	1.49	10.5	27.1	1009	29.7	50	33.4	1.0063	0.0001	0.0052	0.0006	0.0014	-0.0033	-0.0056	0.0249	0.0146
37.9	14.2	13.3	32.8	12.1	17.9	42.9	487	2.11	24.8	66.7	0.989	0.0142	-0.005	0.0074	0.0026	0.0097	0.0101	-0.0205	0.0128
55.2	18.8	7.5	32.5	13.6	55.7	97.3	2618	10.1	30.8	58.3	1.0013	-0.0031	-0.0143	0.0019	-0.0069	-0.0007	0.0272	0.0102	-0.0115
44.5	24.8	15.5	178	45.3	21.1	57.3	982	1	58.3	8.43	0.985	0.01	-0.0044	0.0059	0.0048	-0.0218	-0.0035	0.0126	-0.0116
70.4	30	20.4	17.3	13.7	19.1	36.8	349	17	53.3	22.3	0.9968	-0.0231	0.003	0.0032	0.0003	0.0017	0.0153	-0.0034	-0.0104
47.4	30.5	19.8	21.7	31.6	33.1	87.4	400	3.89	36.8	96.5	0.9926	-0.002	0.0021	0.0089	0.0147	0.0016	-0.0171	-0.0005	-0.0031
63.8	21.7	22.7	184	36.2	20.5	26.2	359	3.96	19.8	80.6	0.9875	-0.0111	-0.0047	0.0022	0.0179	0.005	0.0017	-0.0088	-0.0113
23.5	42.9	12.1	29.2	27.4	1.5	8.51	154	20.7	36.2	13.5	1.0075	0.0266	0.0098	0.0023	-0.0231	0.0116	-0.0073	0.0041	0.0046
5.23	15.1	22.1	93.9	7.7	133	297	1094	9.39	19.6	4.14	0.9985	-0.0047	0.0107	0.0024	-0.0108	-0.0004	0.0035	-0.0009	-0.0127
14.5	15.4	1	117	3.49	16	29.4	457	20.4	48.3	16	1.0032	0.0114	0.0061	0.0005	-0.0162	-0.0074	-0.0131	-0.0107	0.001
36.8	9.47	12.2	12.6	15.8	20	30	271	12.1	26.2	85.8	0.9838	0.0106	-0.0089	0.0183	0.0196	0.0107	-0.0019	-0.0094	-0.0007
97.3	25.3	17.6	12.9	17.3	6.98	9.22	352	12.6	23.3	20.9	1.0145	0.0126	-0.0042	-0.0025	-0.0009	-0.0083	-0.0031	-0.0167	-0.0003
16.3	12.1	67.3	149	39.6	43.3	64.4	1027	9.56	15.4	67.3	0.9916	0.002	-0.0043	0.0053	0.0047	0.0031	0.0136	-0.0013	-0.0148
44.5	31.3	33.1	184	58.8	32.5	43.3	286	1	59.4	3.68	0.9909	-0.0147	-0.0049	-0.0041	-0.0084	-0.0211	-0.0058	0.0032	0.0184
67.9	53.3	17.5	97.3	37.5	22.1	36.8	331	5.42	15.1	94.7	0.9806	-0.009	-0.0059	0.0034	-0.0021	-0.0118	0.0081	-0.0052	0.0005
59.4	28.1	18.9	81.3	18.1	79.9	165	2129	8.58	17	7.57	1.0008	0.0078	0.0066	0.0061	-0.0131	-0.0046	-0.0198	0.0053	0.0017
25.9	17.2	21.5	24.1	36.8	15.3	32.2	313	9.91	18.8	9.22	1.0031	-0.0088	0.0159	0.003	-0.0093	-0.0039	0.0102	0.0055	-0.0064
40	32.8	11.3	98.2	19.5	40	75.7	365	19.3	33.7	14.7	0.9975	-0.0104	-0.0164	0.0058	-0.0169	0.003	-0.0114	-0.0115	-0.0079
60.4	24.8	17	337	60.4	12.7	25	496	9.91	20.5	9.56	1.0134	-0.0037	0.0049	0.0124	-0.0032	0.007	-0.0023	-0.0023	-0.0214
50.5	24.6	17	136	30	57.8	91.4	1526	1.54	23.3	59.9	1.0153	-0.0081	-0.0054	-0.0037	-0.0081	0.0029	0.0076	-0.0091	0.0066
31.1	18.8	6.15	191	13	10.6	21.9	466	13.7	26.7	15	1.0011	-0.0017	-0.008	-0.0029	0.0109	0.0004	0.0023	-0.0083	-0.0016
11.2	17.9	17.5	15.1	29.2	12.7	19.3	331	18.8	24.8	10.9	0.9941	-0.0094	0.0039	0	-0.0026	-0.0185	0.0075	0.0188	-0.0114
39.2	28.4	23.1	14.2	24.4	92.2	235	1670	8.06	19.3	18.4	1.0096	-0.0031	-0.0008	0.0182	-0.0297	0.0017	0.0114	-0.0016	-0.014
72.3	27.1	18.4	37.2	25.7	7.3	23.3	1075	7.04	21.3	35.5	1.0009	0.0006	-0.0129	-0.0098	0.0006	0.002	0.004	-0.0093	0.0003
62.1	16.1	25	379	78.4	31.3	50	343	14.1	20.2	9.65	0.9891	-0.004	-0.0027	0.0027	-0.0069	0.0155	0.0054	-0.0021	0.0022
12.7	12.9	30.5	32.8	19.6	3.37	14.1	385	31.9	59.4	28.1	1.0037	0.002	-0.014	0.0032	0.0026	-0.0033	-0.0012	0.0016	0
49.6	17.9	7.5	11.1	3.02	67.3	129	737	17	31.6	7.77	0.9996	0.0008	0.0226	-0.0003	-0.0016	0.012	-0.0144	0.0151	-0.0023
62.6	22.7	13.1	125	10.3	5.73	22.5	418	17.3	32.5	12.4	0.9849	-0.0124	-0.0123	0.004	0.0162	-0.013	0.0068	0.0088	0.0126
10.8	5.33	23.9	49.1	12.9	11	22.9	483	2.35	21.1	85.8	0.9919	0.0065	-0.0121	-0.0134	0.0123	0.0214	0.0178	0.0213	0.0043
74.3	26.4	13.5	36.5	50	4.26	17.2	70.4	3	14.7	92.2	1.0002	-0.0121	0.0016	0.0082	0.0102	-0.0041	-0.0095	0.0061	0.009
73	21.7	6.79	213	23.5	16.5	19.1	429	1.67	44.9	3	0.9978	0.0029	-0.0159	-0.0233	-0.0068	-0.004	0.0135	0.0046	0.0139
10.9	6.38	16.7	145	33.4	8.58	11	305	1.6	13.8	62.6	0.9848	-0.0045	0.0091	-0.0049	0.0068	0.0118	0.0088	-0.0091	0.009
55.2	18.9	11	123	11.9	11.5	23.9	422	11.2	25.3	14.2	0.9873	-0.0005	0.0012	-0.0119	0.0004	0.0009	0.0168	-0.0034	0.022
56.7	13.9	18.4	13.5	15.5	5.67	30.2	538	17.9	39.6	14.6	0.989	-0.0078	0.005	-0.0074	0.0084	-0.0017	0.001	0.0079	0.0178
97.3	61.5	11.8	165	34.6	24.6	31.9	433	19.5	35.2	21.5	1.0189	0.0027	0.0055	-0.0016	-0.001	-0.0132	0.0006	0.0058	-0.0175
45.3	19.5	19.3	47	85.8	3.55	30	1124	17.5	44.5	157	0.9938	0.0081	0.0176	0.0128	-0.0001	-0.0054	-0.0074	0.0032	-0.0014
45.3	16.5	17	89.8	47	19.5	46.1	407	11.1	27.6	122	1.0166	-0.0013	-0.0071	-0.0005	-0.0227	-0.0204	-0.0161	-0.0096	0.0029
248	271	17.8	34	38.9	21.5	38.5	449	2.59	35.5	3.75	0.9967	0.009	-0.0086	0.0045	0.0014	0.0015	-0.0006	-0.0064	-0.0004
58.3	34	19.8	164	35.9	20.5	33.4	313	14.1	32.2	13.9	1.0133	-0.0008	0.0038	0.018	-0.0116	-0.0188	0.0078	-0.0055	-0.007
112	46.1	10.8	133	9.22	4.1	10.8	552	26.9	53.8	25.9	1.0047	0.0046	-0.0281	0.007	-0.016	0.0195	0.0084	-0.0024	-0.0046
16	15	17.9	153	35.2	12.9	35.5	457	11.2	25.7	1.19	1.0045	-0.0059	-0.0111	-0.0146	0.0106	-0.0001	-0.0024	-0.0165	0.0087
67.3	31.6	26.7	13.5	17.2	31.1	50.5	294	16.1	35.9	1	1.0034	-0.0096	-0.0029	-0.002	0.0106	-0.0002	-0.0213	0.0123	0.0069
