C1	C2	C3	C4	C5	C6	C7	C8
-26261.0000	-26219.0000	-26111.0000	-25881.0000	-25526.0000	-25141.0000	-24836.0000	-24624.0000
-24476.0000	-24346.0000	-24234.0000	-24134.0000	-24026.0000	-23911.0000	-23792.0000	-23664.0000
-23526.0000	-23399.0000	-23284.0000	-23159.0000	-23082.0000	-23139.0000	-23361.0000	-23611.0000
-23711.0000	-23536.0000	-23516.0000	-23632.0000	-23776.0000	-23841.0000	-23871.0000	-23957.0000
-24096.0000	-24244.0000	-24364.0000	-24396.0000	-24289.0000	-24106.0000	-23969.0000	-23916.0000
-23921.0000	-23984.0000	-24099.0000	-24221.0000	-24314.0000	-24416.0000	-24576.0000	-24794.0000
-24982.0000	-25026.0000	-24926.0000	-24849.0000	-24919.0000	-25082.0000	-25219.0000	-25306.0000
-25307.0000	-25171.0000	-25049.0000	-25224.0000	-25614.0000	-25784.0000	-25609.0000	-25516.0000
-25761.0000	-25937.0000	-25671.0000	-25314.0000	-25371.0000	-25703.0000	-25809.0000	-25641.0000
-25574.0000	-25694.0000	-25746.0000	-25679.0000	-25732.0000	-26001.0000	-26219.0000	-26096.0000
-25746.0000	-25542.0000	-25644.0000	-25766.0000	-25536.0000	-25001.0000	-24552.0000	-24417.0000
-24421.0000	-24286.0000	-24029.0000	-23864.0000	-23876.0000	-23942.0000	-23929.0000	-23854.0000
-23821.0000	-23836.0000	-23826.0000	-23784.0000	-23756.0000	-23776.0000	-23794.0000	-23771.0000
-23739.0000	-23726.0000	-23704.0000	-23654.0000	-23636.0000	-23654.0000	-23654.0000	-23609.0000
-23586.0000	-23594.0000	-23511.0000	-23334.0000	-23259.0000	-23461.0000	-23842.0000	-24209.0000
-24491.0000	-24686.0000	-24727.0000	-24549.0000	-24279.0000	-24139.0000	-24191.0000	-24299.0000
-24354.0000	-24459.0000	-24717.0000	-25032.0000	-25239.0000	-25349.0000	-25464.0000	-25551.0000
-25524.0000	-25424.0000	-25386.0000	-25441.0000	-25554.0000	-25689.0000	-25803.0000	-25791.0000
-25641.0000	-25516.0000	-25524.0000	-25551.0000	-25424.0000	-25121.0000	-24781.0000	-24494.0000
-24261.0000	-24082.0000	-23969.0000	-23896.0000	-23814.0000	-23704.0000	-23582.0000	-23444.0000
-23319.0000	-23241.0000	-23206.0000	-23142.0000	-23054.0000	-23059.0000	-23241.0000	-23476.0000
-23579.0000	-23469.0000	-23484.0000	-23601.0000	-23786.0000	-23891.0000	-23906.0000	-23939.0000
-24021.0000	-24144.0000	-24314.0000	-24429.0000	-24379.0000	-24219.0000	-24094.0000	-24004.0000
-23909.0000	-23856.0000	-23882.0000	-23956.0000	-24106.0000	-24357.0000	-24619.0000	-24824.0000
-24996.0000	-25106.0000	-25049.0000	-24881.0000	-24824.0000	-24949.0000	-25196.0000	-25494.0000
-25671.0000	-25586.0000	-25491.0000	-25852.0000	-26478.0000	-26541.0000	-25874.0000	-25341.0000
-25536.0000	-25914.0000	-25844.0000	-25664.0000	-25891.0000	-26186.0000	-25974.0000	-25511.0000
-25426.0000	-25689.0000	-25819.0000	-25696.0000	-25651.0000	-25809.0000	-25949.0000	-25849.0000
-25569.0000	-25374.0000	-25374.0000	-25391.0000	-25201.0000	-24874.0000	-24636.0000	-24536.0000
-24429.0000	-24241.0000	-24094.0000	-24036.0000	-23999.0000	-23929.0000	-23879.0000	-23884.0000
-23914.0000	-23901.0000	-23844.0000	-23786.0000	-23761.0000	-23761.0000	-23736.0000	-23679.0000
-23649.0000	-23674.0000	-23699.0000	-23667.0000	-23617.0000	-23614.0000	-23599.0000	-23534.0000
-23496.0000	-23536.0000	-23524.0000	-23359.0000	-23179.0000	-23169.0000	-23394.0000	-23799.0000
-24242.0000	-24561.0000	-24674.0000	-24589.0000	-24371.0000	-24179.0000	-24194.0000	-24349.0000
-24404.0000	-24324.0000	-24354.0000	-24601.0000	-24879.0000	-24984.0000	-24979.0000	-24969.0000
-24957.0000	-24931.0000	-24957.0000	-25051.0000	-25189.0000	-25361.0000	-25481.0000	-25384.0000
-25079.0000	-24834.0000	-24826.0000	-24942.0000	-24951.0000	-24794.0000	-24539.0000	-24246.0000
-23936.0000	-23674.0000	-23521.0000	-23459.0000	-23406.0000	-23349.0000	-23309.0000	-23264.0000
-23179.0000	-23089.0000	-23029.0000	-22979.0000	-22921.0000	-22921.0000	-23044.0000	-23259.0000
-23424.0000	-23546.0000	-23799.0000	-24046.0000	-24299.0000	-24389.0000	-24229.0000	-23946.0000
-23726.0000	-23717.0000	-23976.0000	-24276.0000	-24339.0000	-24194.0000	-24067.0000	-23984.0000
-23864.0000	-23739.0000	-23624.0000	-23514.0000	-23561.0000	-23876.0000	-24267.0000	-24549.0000
-24764.0000	-24931.0000	-24966.0000	-24984.0000	-25174.0000	-25416.0000	-25484.0000	-25519.0000
-25659.0000	-25614.0000	-25231.0000	-25011.0000	-25261.0000	-25501.0000	-25381.0000	-25306.0000
-25581.0000	-25782.0000	-25651.0000	-25634.0000	-26036.0000	-26374.0000	-26206.0000	-25814.0000
-25644.0000	-25611.0000	-25532.0000	-25511.0000	-25649.0000	-25777.0000	-25726.0000	-25464.0000
-25084.0000	-24782.0000	-24714.0000	-24767.0000	-24726.0000	-24599.0000	-24521.0000	-24471.0000
-24359.0000	-24224.0000	-24139.0000	-24074.0000	-23979.0000	-23896.0000	-23866.0000	-23839.0000
-23754.0000	-23659.0000	-23629.0000	-23634.0000	-23611.0000	-23567.0000	-23554.0000	-23567.0000
-23566.0000	-23546.0000	-23531.0000	-23514.0000	-23496.0000	-23509.0000	-23524.0000	-23477.0000
-23424.0000	-23424.0000	-23426.0000	-23386.0000	-23269.0000	-23066.0000	-22959.0000	-23194.0000
-23649.0000	-23936.0000	-24067.0000	-24296.0000	-24481.0000	-24376.0000	-24181.0000	-24211.0000
-24329.0000	-24301.0000	-24276.0000	-24451.0000	-24676.0000	-24734.0000	-24686.0000	-24684.0000
-24696.0000	-24664.0000	-24684.0000	-24834.0000	-25039.0000	-25206.0000	-25284.0000	-25176.0000
-24899.0000	-24642.0000	-24541.0000	-24536.0000	-24509.0000	-24369.0000	-24099.0000	-23751.0000
-23411.0000	-23161.0000	-23069.0000	-23099.0000	-23142.0000	-23142.0000	-23126.0000	-23099.0000
-23024.0000	-22939.0000	-22894.0000	-22861.0000	-22852.0000	-22871.0000	-22906.0000	-23007.0000
-23244.0000	-23574.0000	-23846.0000	-23932.0000	-23959.0000	-23881.0000	-23664.0000	-23471.0000
-23474.0000	-23684.0000	-23964.0000	-24071.0000	-23894.0000	-23649.0000	-23529.0000	-23474.0000
-23446.0000	-23529.0000	-23579.0000	-23434.0000	-23294.0000	-23464.0000	-23871.0000	-24224.0000
-24426.0000	-24546.0000	-24636.0000	-24779.0000	-25076.0000	-25317.0000	-25199.0000	-24964.0000
-25109.0000	-25396.0000	-25219.0000	-24744.0000	-24539.0000	-24589.0000	-24634.0000	-24757.0000
-24991.0000	-25089.0000	-25001.0000	-24996.0000	-25169.0000	-25382.0000	-25584.0000	-25751.0000
-25684.0000	-25299.0000	-25004.0000	-25171.0000	-25546.0000	-25696.0000	-25586.0000	-25281.0000
-24796.0000	-24381.0000	-24281.0000	-24334.0000	-24261.0000	-24131.0000	-24126.0000	-24166.0000
-24151.0000	-24104.0000	-24049.0000	-23969.0000	-23894.0000	-23829.0000	-23749.0000	-23641.0000
-23557.0000	-23531.0000	-23534.0000	-23521.0000	-23469.0000	-23421.0000	-23417.0000	-23444.0000
-23426.0000	-23379.0000	-23371.0000	-23379.0000	-23359.0000	-23349.0000	-23359.0000	-23351.0000
-23339.0000	-23316.0000	-23246.0000	-23211.0000	-23199.0000	-23001.0000	-22769.0000	-22994.0000
-23571.0000	-23871.0000	-23924.0000	-24246.0000	-24709.0000	-24746.0000	-24444.0000	-24269.0000
-24294.0000	-24341.0000	-24399.0000	-24496.0000	-24561.0000	-24539.0000	-24484.0000	-24474.0000
-24474.0000	-24484.0000	-24604.0000	-24796.0000	-24854.0000	-24776.0000	-24736.0000	-24704.0000
-24551.0000	-24286.0000	-24011.0000	-23814.0000	-23729.0000	-23642.0000	-23401.0000	-23096.0000
-22904.0000	-22844.0000	-22879.0000	-22974.0000	-23024.0000	-22996.0000	-22969.0000	-22939.0000
-22854.0000	-22796.0000	-22796.0000	-22761.0000	-22731.0000	-22811.0000	-22909.0000	-22976.0000
-23196.0000	-23614.0000	-23382.0000	-23034.0000	-22842.0000	-22851.0000	-22909.0000	-23026.0000
-23339.0000	-23739.0000	-23889.0000	-23626.0000	-23319.0000	-23354.0000	-23532.0000	-23507.0000
-23456.0000	-23689.0000	-23996.0000	-23954.0000	-23566.0000	-23309.0000	-23514.0000	-23906.0000
-24082.0000	-24171.0000	-24411.0000	-24549.0000	-24507.0000	-24689.0000	-25121.0000	-25461.0000
-25751.0000	-25907.0000	-25599.0000	-25044.0000	-24694.0000	-24429.0000	-24146.0000	-24081.0000
-24154.0000	-24146.0000	-24176.0000	-24351.0000	-24531.0000	-24716.0000	-25042.0000	-25371.0000
-25361.0000	-25036.0000	-24946.0000	-25274.0000	-25494.0000	-25289.0000	-24976.0000	-24701.0000
-24342.0000	-24064.0000	-24064.0000	-24079.0000	-23904.0000	-23739.0000	-23751.0000	-23801.0000
-23826.0000	-23844.0000	-23836.0000	-23791.0000	-23729.0000	-23636.0000	-23516.0000	-23426.0000
-23411.0000	-23404.0000	-23331.0000	-23254.0000	-23236.0000	-23234.0000	-23196.0000	-23146.0000
-23096.0000	-23061.0000	-23071.0000	-23106.0000	-23129.0000	-23189.0000	-23254.0000	-23251.0000
-23244.0000	-23257.0000	-23176.0000	-23071.0000	-23044.0000	-22904.0000	-22681.0000	-22882.0000
-23486.0000	-23832.0000	-23799.0000	-23889.0000	-24234.0000	-24557.0000	-24701.0000	-24546.0000
-24171.0000	-24007.0000	-24199.0000	-24401.0000	-24444.0000	-24444.0000	-24431.0000	-24404.0000
-24414.0000	-24494.0000	-24604.0000	-24611.0000	-24376.0000	-24049.0000	-23899.0000	-23826.0000
-23621.0000	-23324.0000	-23039.0000	-22829.0000	-22782.0000	-22801.0000	-22694.0000	-22549.0000
-22539.0000	-22629.0000	-22726.0000	-22836.0000	-22871.0000	-22841.0000	-22859.0000	-22841.0000
-22711.0000	-22636.0000	-22701.0000	-22714.0000	-22654.0000	-22789.0000	-23142.0000	-23449.0000
-23614.0000	-23026.0000	-22689.0000	-22549.0000	-22601.0000	-22741.0000	-22821.0000	-22791.0000
-22859.0000	-23119.0000	-23234.0000	-23069.0000	-23169.0000	-23794.0000	-24334.0000	-24356.0000
-24196.0000	-24206.0000	-24339.0000	-24317.0000	-23779.0000	-22984.0000	-22851.0000	-23481.0000
-23867.0000	-23761.0000	-23836.0000	-24024.0000	-24096.0000	-24671.0000	-25629.0000	-25819.0000
-25091.0000	-24221.0000	-23631.0000	-23549.0000	-23846.0000	-23946.0000	-24024.0000	-24556.0000
-24967.0000	-24659.0000	-24159.0000	-24071.0000	-24301.0000	-24551.0000	-24656.0000	-24641.0000
-24531.0000	-24411.0000	-24536.0000	-24894.0000	-24921.0000	-24449.0000	-24031.0000	-23959.0000
-23946.0000	-23851.0000	-23754.0000	-23619.0000	-23434.0000	-23326.0000	-23324.0000	-23369.0000
-23467.0000	-23556.0000	-23569.0000	-23531.0000	-23471.0000	-23386.0000	-23296.0000	-23232.0000
-23151.0000	-23059.0000	-22976.0000	-22916.0000	-22879.0000	-22826.0000	-22771.0000	-22759.0000
-22774.0000	-22774.0000	-22791.0000	-22836.0000	-22894.0000	-22976.0000	-23064.0000	-23066.0000
-23039.0000	-23064.0000	-23049.0000	-22944.0000	-22889.0000	-22817.0000	-22657.0000	-22694.0000
-23089.0000	-23521.0000	-23711.0000	-23684.0000	-23707.0000	-24096.0000	-24634.0000	-24586.0000
-23927.0000	-23561.0000	-23792.0000	-24039.0000	-24086.0000	-24139.0000	-24176.0000	-24192.0000
-24299.0000	-24404.0000	-24331.0000	-24096.0000	-23759.0000	-23446.0000	-23219.0000	-22946.0000
-22596.0000	-22381.0000	-22316.0000	-22261.0000	-22256.0000	-22329.0000	-22351.0000	-22359.0000
-22454.0000	-22564.0000	-22654.0000	-22732.0000	-22744.0000	-22696.0000	-22671.0000	-22634.0000
-22559.0000	-22557.0000	-22686.0000	-22751.0000	-22669.0000	-22661.0000	-22961.0000	-23329.0000
-23351.0000	-22392.0000	-22476.0000	-22774.0000	-22859.0000	-22714.0000	-22609.0000	-22569.0000
-22554.0000	-22634.0000	-22659.0000	-22636.0000	-23001.0000	-23664.0000	-23982.0000	-23934.0000
-23857.0000	-23666.0000	-23599.0000	-23999.0000	-24174.0000	-23479.0000	-22876.0000	-23321.0000
-23919.0000	-23726.0000	-23417.0000	-23559.0000	-23976.0000	-24899.0000	-26027.0000	-26127.0000
-25184.0000	-24301.0000	-24126.0000	-24789.0000	-25596.0000	-25539.0000	-25149.0000	-25394.0000
-25679.0000	-25264.0000	-24617.0000	-24232.0000	-24154.0000	-24232.0000	-24201.0000	-24081.0000
-24054.0000	-24021.0000	-24042.0000	-24232.0000	-24234.0000	-23874.0000	-23646.0000	-23844.0000
-24054.0000	-23864.0000	-23434.0000	-23117.0000	-22984.0000	-22906.0000	-22854.0000	-22919.0000
-23096.0000	-23217.0000	-23239.0000	-23251.0000	-23226.0000	-23139.0000	-23074.0000	-23029.0000
-22934.0000	-22826.0000	-22746.0000	-22651.0000	-22549.0000	-22476.0000	-22441.0000	-22444.0000
-22457.0000	-22474.0000	-22534.0000	-22639.0000	-22717.0000	-22764.0000	-22851.0000	-22934.0000
-22939.0000	-22901.0000	-22869.0000	-22786.0000	-22704.0000	-22686.0000	-22641.0000	-22554.0000
-22639.0000	-23019.0000	-23384.0000	-23434.0000	-23426.0000	-23754.0000	-24117.0000	-23954.0000
-23451.0000	-23264.0000	-23401.0000	-23504.0000	-23596.0000	-23774.0000	-23904.0000	-24001.0000
-24134.0000	-24129.0000	-23882.0000	-23496.0000	-23111.0000	-22784.0000	-22532.0000	-22306.0000
-22136.0000	-22121.0000	-22179.0000	-22186.0000	-22169.0000	-22191.0000	-22231.0000	-22301.0000
-22417.0000	-22524.0000	-22586.0000	-22579.0000	-22514.0000	-22471.0000	-22441.0000	-22404.0000
-22424.0000	-22496.0000	-22569.0000	-22644.0000	-22606.0000	-22429.0000	-22389.0000	-22546.0000
-22549.0000	-22574.0000	-22779.0000	-22936.0000	-22811.0000	-22541.0000	-22399.0000	-22411.0000
-22454.0000	-22521.0000	-22531.0000	-22481.0000	-22624.0000	-22821.0000	-22757.0000	-22807.0000
-23069.0000	-22979.0000	-22816.0000	-23339.0000	-24146.0000	-24192.0000	-23466.0000	-23061.0000
-23331.0000	-23517.0000	-23636.0000	-24151.0000	-24514.0000	-24541.0000	-24944.0000	-25769.0000
-26516.0000	-26744.0000	-26464.0000	-26394.0000	-26674.0000	-26599.0000	-26296.0000	-26172.0000
-25902.0000	-25401.0000	-24919.0000	-24409.0000	-24014.0000	-23912.0000	-23866.0000	-23846.0000
-23954.0000	-23959.0000	-23866.0000	-23876.0000	-23821.0000	-23631.0000	-23554.0000	-23649.0000
-23624.0000	-23281.0000	-22857.0000	-22657.0000	-22629.0000	-22589.0000	-22559.0000	-22619.0000
-22721.0000	-22784.0000	-22821.0000	-22866.0000	-22864.0000	-22809.0000	-22754.0000	-22704.0000
-22642.0000	-22559.0000	-22444.0000	-22339.0000	-22289.0000	-22282.0000	-22271.0000	-22259.0000
-22287.0000	-22349.0000	-22414.0000	-22481.0000	-22571.0000	-22631.0000	-22689.0000	-22754.0000
-22744.0000	-22686.0000	-22674.0000	-22674.0000	-22599.0000	-22559.0000	-22574.0000	-22501.0000
-22451.0000	-22596.0000	-22671.0000	-22526.0000	-22661.0000	-23179.0000	-23389.0000	-23139.0000
-23017.0000	-23136.0000	-23192.0000	-23239.0000	-23461.0000	-23701.0000	-23841.0000	-23914.0000
-23811.0000	-23489.0000	-23132.0000	-22807.0000	-22501.0000	-22276.0000	-22136.0000	-22076.0000
-22104.0000	-22141.0000	-22146.0000	-22139.0000	-22131.0000	-22119.0000	-22149.0000	-22217.0000
-22276.0000	-22334.0000	-22401.0000	-22384.0000	-22296.0000	-22276.0000	-22294.0000	-22286.0000
-22319.0000	-22374.0000	-22432.0000	-22519.0000	-22501.0000	-22314.0000	-22201.0000	-22309.0000
-22451.0000	-22532.0000	-22594.0000	-22516.0000	-22471.0000	-22524.0000	-22484.0000	-22319.0000
-22256.0000	-22449.0000	-22691.0000	-22676.0000	-22559.0000	-22511.0000	-22511.0000	-22739.0000
-23036.0000	-22971.0000	-22774.0000	-22774.0000	-23092.0000	-23704.0000	-23796.0000	-23131.0000
-22746.0000	-22824.0000	-23141.0000	-23949.0000	-24359.0000	-23621.0000	-22974.0000	-23611.0000
-25169.0000	-26446.0000	-26699.0000	-26284.0000	-25916.0000	-25939.0000	-26303.0000	-26514.0000
-26286.0000	-25703.0000	-24799.0000	-23959.0000	-23709.0000	-23761.0000	-23641.0000	-23621.0000
-23799.0000	-23782.0000	-23594.0000	-23431.0000	-23256.0000	-23144.0000	-23099.0000	-22944.0000
-22696.0000	-22486.0000	-22389.0000	-22401.0000	-22401.0000	-22366.0000	-22354.0000	-22349.0000
-22382.0000	-22461.0000	-22526.0000	-22521.0000	-22489.0000	-22496.0000	-22489.0000	-22421.0000
-22366.0000	-22311.0000	-22219.0000	-22141.0000	-22099.0000	-22057.0000	-22054.0000	-22101.0000
-22159.0000	-22234.0000	-22311.0000	-22381.0000	-22476.0000	-22567.0000	-22599.0000	-22611.0000
-22606.0000	-22561.0000	-22526.0000	-22516.0000	-22474.0000	-22436.0000	-22454.0000	-22449.0000
-22411.0000	-22464.0000	-22401.0000	-22089.0000	-22054.0000	-22499.0000	-22754.0000	-22671.0000
-22814.0000	-23139.0000	-23264.0000	-23349.0000	-23509.0000	-23551.0000	-23524.0000	-23459.0000
-23126.0000	-22614.0000	-22274.0000	-22124.0000	-22074.0000	-22094.0000	-22069.0000	-21996.0000
-21969.0000	-21957.0000	-21951.0000	-21981.0000	-22007.0000	-22016.0000	-22056.0000	-22111.0000
-22144.0000	-22161.0000	-22196.0000	-22214.0000	-22201.0000	-22182.0000	-22182.0000	-22214.0000
-22236.0000	-22261.0000	-22374.0000	-22439.0000	-22332.0000	-22281.0000	-22391.0000	-22454.0000
-22446.0000	-22094.0000	-22229.0000	-22259.0000	-22269.0000	-22434.0000	-22586.0000	-22564.0000
-22501.0000	-22569.0000	-22719.0000	-22699.0000	-22606.0000	-22701.0000	-22854.0000	-22986.0000
-23066.0000	-22946.0000	-22824.0000	-22626.0000	-22351.0000	-22754.0000	-23426.0000	-23332.0000
-23011.0000	-22926.0000	-22866.0000	-23101.0000	-23339.0000	-23046.0000	-22609.0000	-22514.0000
-22986.0000	-24092.0000	-25421.0000	-26236.0000	-26244.0000	-25937.0000	-25579.0000	-25264.0000
-25429.0000	-25381.0000	-24289.0000	-23414.0000	-23642.0000	-23864.0000	-23571.0000	-23521.0000
-23804.0000	-23779.0000	-23444.0000	-23096.0000	-22796.0000	-22629.0000	-22517.0000	-22354.0000
-22239.0000	-22201.0000	-22209.0000	-22221.0000	-22196.0000	-22179.0000	-22159.0000	-22131.0000
-22156.0000	-22196.0000	-22219.0000	-22211.0000	-22196.0000	-22194.0000	-22157.0000	-22099.0000
-22051.0000	-22004.0000	-21946.0000	-21924.0000	-21904.0000	-21886.0000	-21936.0000	-21994.0000
-21996.0000	-22019.0000	-22129.0000	-22241.0000	-22296.0000	-22326.0000	-22357.0000	-22391.0000
-22419.0000	-22417.0000	-22381.0000	-22367.0000	-22367.0000	-22354.0000	-22359.0000	-22369.0000
-22296.0000	-22259.0000	-22336.0000	-22224.0000	-21944.0000	-22017.0000	-22336.0000	-22436.0000
-22494.0000	-22766.0000	-22976.0000	-22979.0000	-22901.0000	-22834.0000	-22781.0000	-22636.0000
-22319.0000	-21999.0000	-21876.0000	-21886.0000	-21934.0000	-21951.0000	-21889.0000	-21829.0000
-21844.0000	-21866.0000	-21889.0000	-21914.0000	-21921.0000	-21949.0000	-21954.0000	-21934.0000
-21974.0000	-22034.0000	-22046.0000	-22064.0000	-22129.0000	-22159.0000	-22146.0000	-22182.0000
-22214.0000	-22224.0000	-22336.0000	-22369.0000	-22242.0000	-22242.0000	-22336.0000	-22226.0000
-22056.0000	-22141.0000	-22309.0000	-22531.0000	-22474.0000	-22376.0000	-22506.0000	-22644.0000
-22654.0000	-22611.0000	-22652.0000	-22714.0000	-22721.0000	-22814.0000	-22761.0000	-22596.0000
-22764.0000	-22894.0000	-22684.0000	-22489.0000	-22267.0000	-22129.0000	-22314.0000	-22494.0000
-22589.0000	-22731.0000	-22789.0000	-22679.0000	-22456.0000	-22417.0000	-22536.0000	-22399.0000
-22129.0000	-22214.0000	-22854.0000	-23726.0000	-24244.0000	-24317.0000	-23859.0000	-23309.0000
-23799.0000	-24344.0000	-23629.0000	-23129.0000	-23674.0000	-24031.0000	-23811.0000	-23601.0000
-23599.0000	-23459.0000	-23067.0000	-22674.0000	-22424.0000	-22286.0000	-22169.0000	-22096.0000
-22076.0000	-22012.0000	-21944.0000	-21909.0000	-21876.0000	-21916.0000	-21967.0000	-22009.0000
-22029.0000	-21961.0000	-21921.0000	-21959.0000	-21979.0000	-21946.0000	-21901.0000	-21874.0000
-21841.0000	-21784.0000	-21759.0000	-21744.0000	-21754.0000	-21801.0000	-21834.0000	-21849.0000
-21882.0000	-21926.0000	-21981.0000	-22044.0000	-22071.0000	-22092.0000	-22131.0000	-22164.0000
-22196.0000	-22236.0000	-22256.0000	-22266.0000	-22269.0000	-22251.0000	-22219.0000	-22234.0000
-22219.0000	-22126.0000	-22186.0000	-22236.0000	-21977.0000	-21886.0000	-22207.0000	-22399.0000
-22366.0000	-22356.0000	-22321.0000	-22189.0000	-22029.0000	-21984.0000	-22034.0000	-21971.0000
-21799.0000	-21734.0000	-21796.0000	-21884.0000	-21919.0000	-21844.0000	-21736.0000	-21729.0000
-21774.0000	-21782.0000	-21789.0000	-21809.0000	-21819.0000	-21864.0000	-21884.0000	-21876.0000
-21906.0000	-21951.0000	-22014.0000	-22057.0000	-22074.0000	-22101.0000	-22109.0000	-22109.0000
-22126.0000	-22154.0000	-22214.0000	-22226.0000	-22204.0000	-22199.0000	-22139.0000	-22099.0000
-22124.0000	-22229.0000	-22352.0000	-22694.0000	-22709.0000	-22541.0000	-22559.0000	-22601.0000
-22644.0000	-22674.0000	-22751.0000	-22901.0000	-22857.0000	-22744.0000	-22519.0000	-22026.0000
-22014.0000	-22386.0000	-22221.0000	-21994.0000	-22126.0000	-22017.0000	-21816.0000	-21951.0000
-22034.0000	-21921.0000	-21919.0000	-21934.0000	-21821.0000	-21816.0000	-21919.0000	-21966.0000
-22087.0000	-22129.0000	-22009.0000	-21984.0000	-22014.0000	-22231.0000	-22461.0000	-22434.0000
-22811.0000	-23211.0000	-22824.0000	-22584.0000	-22976.0000	-23429.0000	-23556.0000	-23242.0000
-22919.0000	-22731.0000	-22429.0000	-22151.0000	-22024.0000	-21966.0000	-21896.0000	-21829.0000
-21779.0000	-21699.0000	-21689.0000	-21689.0000	-21651.0000	-21709.0000	-21779.0000	-21789.0000
-21764.0000	-21709.0000	-21716.0000	-21721.0000	-21686.0000	-21674.0000	-21654.0000	-21657.0000
-21654.0000	-21626.0000	-21629.0000	-21621.0000	-21646.0000	-21711.0000	-21714.0000	-21731.0000
-21782.0000	-21789.0000	-21799.0000	-21851.0000	-21901.0000	-21939.0000	-21996.0000	-22061.0000
-22149.0000	-22199.0000	-22186.0000	-22176.0000	-22169.0000	-22192.0000	-22156.0000	-22086.0000
-22094.0000	-22049.0000	-22026.0000	-22111.0000	-22042.0000	-21906.0000	-21906.0000	-22149.0000
-22482.0000	-22339.0000	-21834.0000	-21701.0000	-21799.0000	-21709.0000	-21671.0000	-21714.0000
-21676.0000	-21686.0000	-21744.0000	-21754.0000	-21744.0000	-21732.0000	-21719.0000	-21711.0000
-21692.0000	-21684.0000	-21699.0000	-21736.0000	-21776.0000	-21791.0000	-21804.0000	-21854.0000
-21891.0000	-21886.0000	-21949.0000	-22026.0000	-22016.0000	-22001.0000	-22029.0000	-22031.0000
-22034.0000	-22061.0000	-22044.0000	-22011.0000	-22121.0000	-22236.0000	-22206.0000	-22246.0000
-22314.0000	-22099.0000	-22276.0000	-22531.0000	-22611.0000	-22569.0000	-22596.0000	-22634.0000
