Elevation	Aspect	Slope	Horiz-hydr	Vert-hydr	Horiz-road	Shade9	Shade12	Shade3	Horiz-Fire	Type
3034	180	4	595	124	2232	221	242	156	2696	2
2920	30	13	175	14	1892	216	211	129	2132	2
3188	48	17	874	16	4186	224	201	105	2155	1
2647	126	6	30	4	1100	231	236	138	6082	2
3282	54	24	127	44	4092	226	183	77	3499	7
2805	290	26	95	15	2470	140	226	222	323	1
3200	124	5	180	27	1390	229	236	141	153	1
3176	146	18	85	23	1410	242	235	116	2512	2
3289	355	11	210	33	5526	201	220	156	626	1
2995	348	9	30	6	4376	203	225	161	1116	1
3026	170	21	124	13	2926	230	244	135	1499	2
3068	167	12	150	31	1358	230	244	144	2631	2
2144	197	22	30	8	1345	208	252	169	1350	4
2421	295	20	212	61	1134	161	231	208	771	6
3461	47	8	684	92	2611	223	223	135	1449	1
3119	77	13	443	10	3774	236	215	107	3664	1
2671	145	17	330	0	1552	242	235	116	979	3
2633	97	4	285	29	1861	226	234	143	760	3
2292	74	20	127	25	124	239	198	81	1110	3
2298	224	26	67	22	566	176	253	203	1749	3
2816	356	11	270	53	1672	202	220	155	1345	1
2741	235	32	95	51	2012	149	248	221	1027	2
2456	68	27	60	28	853	235	174	53	531	2
3080	96	19	210	-32	600	247	209	82	1571	1
2920	66	17	60	19	5684	234	205	97	1167	2
3158	17	5	30	3	5066	216	229	151	2799	1
2783	140	8	277	27	1880	233	238	137	1956	2
2778	203	15	42	5	2003	211	252	173	2563	2
3342	165	8	30	1	2932	228	243	148	865	7
3061	51	15	570	116	1559	226	207	111	3129	2
3285	212	9	674	169	6097	212	249	172	2941	2
2524	137	9	30	2	1040	235	237	133	1804	3
3011	16	6	666	92	5301	215	227	149	5563	2
3298	278	7	684	52	726	202	241	179	1253	1
2981	47	10	212	50	450	224	217	127	1441	1
2942	115	9	658	141	4602	236	232	127	5303	2
2848	6	19	175	27	2144	194	200	140	1579	1
3200	347	15	60	15	1758	190	214	162	1978	1
2724	55	10	350	40	384	226	220	127	1075	2
2428	224	20	90	24	866	190	254	195	1248	3
2937	48	7	218	22	4506	223	225	137	2885	1
3029	97	4	384	60	5220	226	234	143	1003	2
2700	197	18	201	112	2773	212	252	168	1263	3
3442	296	16	642	116	1691	172	233	200	663	7
2149	349	33	306	-31	792	141	167	151	760	6
2973	86	7	474	34	2629	230	229	132	2347	2
2629	31	6	228	7	566	219	228	145	1510	2
2760	16	18	90	14	1436	202	200	131	2542	2
3100	82	18	443	7	3841	241	207	89	3615	2
2999	149	24	150	26	2724	243	230	102	1583	2
3038	75	5	488	198	1146	227	230	137	532	2
3275	315	9	430	117	5169	195	233	177	1795	1
3064	70	8	390	23	2743	229	225	129	6508	1
2953	209	10	785	-67	1226	213	249	171	1712	2
2836	11	18	67	4	644	198	200	136	362	2
3250	353	6	391	155	5009	210	230	158	1741	1
3259	321	14	594	72	4379	184	226	182	920	1
3119	92	18	228	52	3547	245	210	88	3005	2
2568	146	5	190	32	825	227	239	146	454	2
3111	157	12	297	54	3655	233	242	137	743	2
2945	20	14	210	1	1991	209	209	134	3108	1
3235	77	24	210	53	1421	242	189	64	2457	2
2894	91	11	641	123	1022	237	223	115	2563	2
3190	3	15	256	56	3314	199	211	148	2508	1
3081	161	10	190	18	1894	230	243	143	573	2
2098	109	29	212	144	277	254	192	43	295	3
2619	235	4	0	0	1981	213	243	167	979	1
2944	205	29	216	56	1766	190	251	180	2293	2
3187	57	7	485	70	859	225	226	136	2174	1
2890	37	12	175	11	474	219	212	126	1964	1
3114	293	25	764	339	997	141	225	220	1507	1
2197	353	33	85	34	1524	145	163	142	309	6
3119	0	6	630	-55	4140	211	228	155	4273	1
3106	63	7	558	0	3783	226	226	134	3573	1
3090	249	24	424	71	5815	161	249	220	1806	2
3154	52	5	511	75	5430	223	228	141	1637	1
2926	93	9	0	0	2768	234	227	125	1530	1
3226	201	8	283	-1	3660	217	247	165	1680	2
2931	62	33	391	122	819	227	154	34	684	2
2952	79	6	120	27	1947	228	229	135	2410	2
3105	140	8	30	3	4555	233	238	136	1641	1
3306	310	23	685	107	779	150	217	203	1062	1
3267	315	7	153	24	4765	202	235	172	900	2
3229	261	14	564	125	5989	184	247	201	2733	2
3324	178	7	540	98	966	224	245	155	1090	1
2952	25	10	350	52	4656	215	219	140	5549	2
3437	174	11	446	92	4164	227	246	150	3169	7
2108	317	28	85	20	1040	134	202	201	297	3
2984	95	18	376	42	5205	246	211	88	1940	1
3077	313	8	108	10	4840	198	234	176	793	1
2790	311	24	170	59	3450	146	214	205	1401	2
3012	76	19	124	-1	726	240	201	84	2147	2
2552	20	14	60	8	2783	209	210	135	888	6
3302	337	2	285	37	5676	215	236	159	564	1
2832	336	32	212	74	2398	134	179	174	1036	2
2873	271	13	497	227	1110	186	244	197	1860	2
2135	12	32	175	104	600	170	158	109	511	3
3174	283	9	573	71	882	194	241	186	1003	2
2953	2	7	216	62	720	211	227	154	1931	1
2733	38	14	277	33	2171	219	209	122	2166	2
3052	204	22	180	29	810	202	254	177	1033	2
3218	30	17	648	131	3100	213	201	119	1892	1
3425	309	14	300	79	5019	182	230	188	828	1
3142	324	20	830	367	1033	166	214	186	1529	2
3247	29	11	162	26	3684	216	216	134	3635	1
2827	349	29	270	35	1209	152	177	154	1742	2
3388	83	15	309	57	2452	240	212	97	2109	1
2968	217	2	457	49	4198	217	241	161	5418	2
2441	338	24	60	21	722	161	198	172	1353	2
3173	106	6	573	-21	671	231	232	135	1003	2
2833	107	9	420	49	1879	235	230	126	1277	2
2942	225	6	270	21	2047	212	245	170	1910	1
3029	53	7	268	-7	2496	224	225	135	2728	2
3167	115	18	95	19	3148	248	219	92	3704	1
2381	110	28	258	140	433	254	197	52	1871	4
2494	345	5	216	21	540	211	232	160	1468	3
2877	43	11	234	32	2405	222	217	128	1167	1
3257	352	7	295	30	4373	208	228	158	2340	7
3047	108	8	713	-135	1471	233	232	130	1092	2
2588	149	11	108	7	457	235	239	134	1245	2
2597	180	35	175	68	2289	209	235	129	987	3
3192	5	11	720	72	1997	206	219	150	2433	1
3044	265	11	497	53	5936	191	245	193	4529	2
3157	0	8	67	4	4456	209	226	155	1814	1
2751	81	10	379	1	1604	233	223	121	1749	2
3193	317	18	509	121	446	171	222	190	1533	1
3135	96	7	421	89	4994	232	230	131	864	2
2620	86	9	258	60	2767	234	225	122	872	2
2968	45	3	295	71	3891	220	232	148	5331	2
3004	113	6	256	32	5294	231	234	136	3996	1
2503	172	7	162	18	1026	225	244	152	1033	3
3057	315	7	537	97	759	201	234	172	730	2
2970	69	10	242	30	1471	231	221	122	660	2
3259	41	18	67	-3	1766	219	198	107	2791	1
3032	21	8	309	44	4213	215	223	145	2424	1
2740	254	4	216	22	2412	210	242	170	6902	1
2895	125	9	30	-1	1716	236	234	128	1917	2
3199	117	13	192	18	4171	242	227	112	900	1
2430	265	17	350	206	1148	174	245	209	871	3
3024	167	9	285	55	5015	227	244	149	872	2
2894	333	2	268	44	2996	214	236	160	2377	2
3094	39	16	418	27	4841	219	203	115	437	2
3152	27	7	418	39	3742	218	225	144	3403	1
3132	121	13	361	82	4784	242	228	113	1788	1
2781	141	19	255	108	3271	245	231	107	6030	2
2999	249	7	750	113	1348	206	245	177	1989	2
2774	355	10	0	0	4082	204	222	157	5415	2
3029	45	2	30	0	1342	219	235	152	2704	1
3067	243	9	661	-59	2366	203	247	182	1405	2
3279	60	13	511	100	4126	230	212	113	2797	1
3245	99	10	752	129	2250	236	227	121	2533	1
3085	295	11	120	21	984	190	237	187	1822	2
3360	80	7	636	81	1240	230	228	131	2568	1
3075	230	8	201	21	450	207	248	177	819	2
2964	303	8	474	44	5207	197	236	179	1880	2
3066	79	20	124	-16	713	242	200	79	1252	1
2556	317	9	342	49	765	196	232	176	1116	2
3202	248	15	270	22	4660	188	250	199	1091	1
3267	132	27	872	386	1214	251	215	73	2679	1
2939	203	36	450	2	3571	177	244	175	1321	2
2576	45	7	150	-6	258	222	224	137	1324	2
2938	356	17	170	25	4306	190	206	152	371	1
3244	64	10	390	79	3254	230	219	122	2096	1
2901	37	17	408	82	1535	217	202	115	2847	2
2593	232	11	234	46	1172	203	250	184	1036	3
3168	268	27	182	29	4629	142	239	230	3395	1
3002	338	10	182	1	3405	198	226	167	5435	2
3118	175	9	90	-8	2382	225	245	153	1947	2
3147	118	23	134	58	1006	252	213	76	1110	1
3108	294	22	192	65	210	154	229	213	1956	1
2729	56	3	150	25	2297	222	232	146	5431	2
3016	322	13	458	106	1641	186	226	180	2367	2
2981	317	15	720	335	1557	178	225	186	1962	2
2885	103	13	480	74	1678	241	223	109	2789	2
3217	216	4	108	14	4790	215	244	165	551	1
3272	80	5	30	0	1124	227	230	137	2220	1
3192	249	21	376	84	5799	169	250	215	3007	2
3058	102	13	180	12	3153	242	222	107	750	2
3196	20	10	524	11	2126	214	220	142	1064	1
2898	67	12	218	29	2002	232	216	115	2098	2
3204	60	14	162	33	924	230	209	108	2796	2
3173	115	10	170	21	4584	237	231	123	2847	1
3188	286	16	124	16	4075	173	238	204	1377	1
3235	162	1	552	65	648	219	238	156	469	1
2913	293	6	295	11	5466	203	239	175	5675	1
2359	340	29	330	215	1057	147	184	168	1292	3
2857	54	10	175	11	1982	226	218	124	2696	2
3038	0	6	30	1	4785	212	229	155	765	1
2705	10	13	228	48	1818	206	214	145	2151	2
3373	55	10	631	109	2201	226	220	127	2689	1
2798	44	15	443	-11	1761	222	205	113	2281	2
3060	180	3	446	26	6470	220	241	156	3240	2
2839	202	13	0	0	642	213	251	170	511	1
2985	231	13	201	7	5603	200	251	187	2462	1
3306	243	7	85	7	1262	207	246	176	1554	7
3197	350	16	170	46	2376	189	211	159	2758	1
2804	25	21	268	17	2977	205	189	114	2347	1
3008	108	21	170	8	874	250	211	79	1380	2
2526	47	8	162	9	600	223	223	134	134	2
3120	0	7	324	0	2349	210	227	155	2416	2
2467	359	12	162	66	720	202	219	153	1535	3
3011	203	34	531	312	2325	182	246	175	1266	2
3221	77	13	127	16	2960	236	216	108	4953	1
2953	6	9	531	181	618	210	223	151	1382	1
2957	47	21	108	5	845	222	189	92	2214	1
3231	241	12	277	98	2886	197	250	190	1025	1
2665	121	10	95	14	1824	237	232	125	418	2
3216	29	2	192	17	5857	218	233	152	708	1
3177	52	12	256	3	5008	226	215	121	2271	1
2525	257	16	210	42	446	180	248	205	691	2
2291	79	25	300	111	1452	243	186	58	175	3
2961	67	18	85	23	1996	235	201	91	2671	2
2598	246	33	95	55	1485	135	243	232	1273	3
2935	170	7	309	18	5042	225	243	152	2652	2
3125	62	5	170	13	4016	224	230	142	1682	2
3220	11	5	67	-9	4508	215	230	152	832	1
3207	62	27	474	53	4886	230	173	57	3350	1
2840	40	8	30	-8	1200	221	222	136	2174	2
2814	20	10	234	14	3318	214	220	142	5259	2
3012	102	10	726	216	1290	237	227	120	872	2
2552	30	25	108	44	1275	203	176	97	1698	6
2353	103	36	255	146	1601	252	170	13	182	3
2922	176	12	242	26	5371	226	246	152	4612	2
2942	347	13	331	68	878	194	218	162	1865	2
3142	10	8	592	29	3671	211	224	149	3548	1
2971	345	19	150	38	1922	180	207	164	2616	2
3030	53	26	484	228	488	224	176	71	1448	1
2678	23	7	300	21	331	216	225	145	768	2
2893	317	22	541	9	1249	155	214	196	1342	2
3299	350	19	30	5	1782	183	205	158	1907	1
2596	129	20	175	37	1527	248	224	95	2460	3
2973	318	12	90	7	4170	188	229	180	1148	2
3349	115	26	60	-10	2524	254	204	60	450	7
2726	55	26	95	40	108	226	176	68	1243	5
2425	258	16	42	10	379	179	248	206	234	2
2591	338	9	153	-3	1040	200	227	166	1931	2
3084	73	22	67	14	4908	239	193	73	2885	1
3399	234	13	594	158	3481	198	251	189	384	1
2936	15	20	42	5	4535	198	194	128	1259	2
2964	301	10	342	49	2934	193	236	183	1597	2
3045	43	8	636	65	1463	222	222	135	2592	2
3055	154	19	421	135	1110	239	238	121	3039	2
2719	50	19	85	21	953	225	197	98	1865	2
3220	148	14	201	6	845	238	238	128	2424	2
2938	38	11	60	13	4632	220	216	130	4124	1
2464	141	15	150	31	285	240	235	121	1012	3
3438	51	6	828	159	2293	223	227	139	1415	1
2947	73	21	379	142	2781	239	194	76	1368	2
3237	304	7	210	34	4629	201	237	175	641	1
2706	18	4	450	28	2356	217	231	152	1622	2
2952	7	11	258	-2	3985	206	217	148	4810	2
3185	341	17	362	66	499	182	212	168	1767	1
2927	278	13	124	46	4032	185	242	196	713	2
3379	94	22	95	23	2790	248	201	71	698	7
2922	233	10	306	26	5754	204	249	182	6408	1
3008	82	33	153	75	2125	243	162	21	2831	1
2909	170	8	417	48	2748	226	244	150	2226	2
3056	296	13	162	27	3223	182	235	193	849	1
3231	299	18	201	50	4344	166	230	203	1465	1
3242	145	8	67	0	2689	231	239	141	1106	1
3561	0	15	400	149	2992	196	210	150	1572	1
3106	343	23	671	247	674	168	198	165	1682	2
3242	213	11	30	3	3404	210	251	175	1398	1
2838	104	19	297	47	2640	248	214	87	1782	2
2779	35	8	240	6	300	219	223	139	847	5
3054	150	18	90	-7	2507	240	236	119	1451	1
2998	143	16	488	93	633	241	235	117	1892	2
2941	95	21	607	-84	706	248	203	72	1572	2
2241	330	35	85	29	1448	119	176	183	997	3
3260	15	15	153	37	3240	205	207	136	3187	2
3201	162	2	437	26	3779	221	239	154	4279	1
2610	141	12	42	-10	750	238	236	126	5902	2
2712	168	16	30	6	2534	231	245	140	2268	2
3378	332	16	633	179	787	183	219	175	671	1
2866	20	10	212	20	3181	214	220	142	2577	2
2668	67	7	42	-1	509	228	226	132	1416	2
2908	96	39	242	163	2101	248	154	0	612	5
3361	138	13	361	161	2782	239	235	124	600	1
3037	21	12	108	12	2850	212	213	137	1159	2
3291	74	37	60	38	4004	235	147	0	4135	7
3103	271	15	716	187	3322	179	244	204	2076	1
3152	156	17	234	59	170	237	240	128	2947	1
2773	354	11	300	73	2368	202	221	157	2372	2
2484	59	4	30	7	497	223	231	143	430	2
2980	40	15	323	55	402	220	207	118	708	2
1921	54	23	120	54	150	227	184	78	1044	3
3380	33	27	560	165	2230	203	169	87	1956	1
3187	234	7	330	-19	666	209	246	175	2155	2
3252	318	12	175	23	4093	187	229	181	1209	1
3131	257	13	297	55	5708	190	247	195	2474	2
3250	14	15	210	47	2003	204	207	137	1248	1
3141	88	15	124	8	2993	241	214	99	3035	2
3179	34	30	319	116	1170	200	159	77	450	1
3028	247	7	335	112	2982	205	246	179	2187	1
2937	345	13	60	9	3246	193	218	164	2081	1
3043	45	6	60	2	3700	222	227	140	459	1
2703	10	16	30	4	1710	201	206	140	1369	1
3317	108	24	418	141	1744	252	204	64	2918	1
2811	214	29	60	27	2496	179	252	193	497	2
3005	116	12	319	38	1318	241	228	116	1998	2
3001	315	12	721	105	5975	189	230	181	6265	2
2328	175	22	60	21	1144	226	245	139	1012	3
3001	208	11	960	105	5819	212	251	173	6000	2
3056	8	8	150	24	1061	211	223	150	1513	2
3007	333	4	60	5	5314	210	234	163	2393	1
2775	143	7	190	23	1614	231	239	140	2866	2
2913	45	12	30	-8	4452	223	214	124	1811	2
2905	57	14	350	41	2932	229	210	111	2550	2
3153	163	18	510	116	2107	234	242	132	1034	2
2827	87	9	90	12	1140	234	224	121	871	2
3196	347	14	866	-6	1528	191	216	162	1073	1
3317	347	5	60	2	2336	210	231	160	2289	1
2766	304	21	108	37	3448	156	224	206	1421	2
2968	24	20	255	52	4829	205	194	120	3570	1
3038	40	11	242	39	3042	221	216	129	1539	2
3250	266	28	968	329	3480	137	238	233	2444	2
3148	76	16	127	35	875	238	208	96	1766	1
3057	355	13	361	49	1213	199	218	156	2407	1
3080	67	14	0	0	2954	233	211	106	1034	2
2416	311	25	192	94	242	146	214	204	362	3
2586	30	10	234	-3	350	217	217	135	1230	2
3041	97	19	524	17	6622	247	209	83	2737	2
2161	295	25	30	21	990	142	224	218	433	3
2785	59	16	330	55	2664	230	204	101	1976	2
2748	43	26	201	53	1813	215	173	79	899	2
2718	135	11	90	-4	1902	237	235	127	1114	2
2901	125	16	134	27	4286	246	226	104	3305	1
2999	92	22	570	189	577	248	199	68	914	2
2824	294	31	218	74	1283	120	215	227	1302	2
3185	90	6	127	10	3472	229	231	136	4607	1
2764	162	26	30	14	2138	234	236	115	892	2
2557	294	6	335	50	792	202	239	176	1114	2
3039	314	25	402	257	2580	145	212	202	1543	1
3186	158	15	277	69	600	235	241	132	1878	2
3073	139	14	466	78	2557	240	235	121	2860	2
2876	45	7	382	52	2230	222	224	137	2282	2
3178	82	7	323	-38	2724	230	228	132	1784	1
3330	110	17	607	107	3078	246	220	97	2700	1
2853	28	13	0	0	1045	215	212	131	1798	1
3337	172	19	124	25	1637	229	245	139	3115	1
2959	179	12	270	73	5748	225	247	153	4604	2
2537	20	12	67	21	973	211	213	137	5081	2
2840	94	8	644	14	750	232	229	129	1411	2
3052	320	19	150	21	2760	169	219	189	2763	1
3219	293	23	360	147	1719	150	228	215	2125	2
3352	36	17	85	-2	3618	217	200	113	2507	7
2888	345	7	268	56	810	207	230	161	1500	5
3010	283	18	295	27	1640	167	238	209	3341	1
2972	234	4	150	7	1237	213	243	168	323	2
3236	207	10	335	34	2490	214	249	170	1403	1
3102	338	4	42	1	5219	210	233	162	659	1
3249	324	11	470	101	780	192	228	176	1939	2
2762	0	8	0	0	830	208	225	154	1537	6
3301	185	28	190	42	1148	213	246	148	1008	1
3453	69	10	720	104	3503	231	221	122	1383	7
3177	48	20	362	69	5029	223	192	95	3037	2
2939	245	5	598	33	5549	210	244	172	2148	2
3468	322	13	499	140	1182	186	226	180	1507	7
3200	40	7	85	-13	2678	221	224	139	2420	1
3202	309	16	120	52	4830	176	228	192	908	1
2072	266	21	30	8	551	160	243	219	793	3
3093	84	9	400	-8	1986	233	225	123	2486	1
2883	44	24	134	42	4309	218	181	86	1140	2
3108	21	7	0	0	3757	215	224	146	1116	1
2747	180	35	210	128	1445	208	235	130	1075	2
3065	349	10	30	7	2643	202	224	160	624	1
3059	6	19	170	19	1317	194	201	141	1440	2
3167	262	7	108	-11	3118	204	244	179	1201	2
2637	118	16	162	0	700	246	224	103	1854	2
3114	293	5	295	-3	2391	205	239	173	1790	2
3149	264	21	371	83	5835	163	245	218	2192	2
3160	35	4	234	29	3049	219	231	148	892	2
2967	324	17	85	21	2430	175	220	184	900	1
3166	76	13	277	11	5218	236	216	109	2742	2
2883	296	8	0	0	6194	197	238	180	4465	2
2929	90	11	492	-2	4696	237	223	116	3200	1
2954	75	17	134	25	2040	238	206	93	1984	2
3292	315	17	247	71	2089	173	224	190	2094	2
2908	329	10	30	8	1248	196	228	172	2402	1
2945	34	7	443	3	4615	219	225	142	3278	1
2333	269	22	150	63	1231	157	242	220	384	6
3400	153	9	1144	198	3262	231	241	141	994	7
3171	29	24	631	-23	840	204	182	104	1615	1
3017	7	8	212	19	3752	211	225	151	2216	2
3234	135	1	684	55	4700	220	238	154	2592	1
2700	188	9	175	23	1680	221	247	159	911	2
2822	180	10	150	59	1777	224	247	155	2230	2
3161	355	9	85	7	4479	206	224	157	1789	1
2758	322	13	60	8	2037	187	227	179	2790	2
2891	57	23	90	4	4364	229	184	77	1233	2
2145	333	34	108	25	1140	124	175	178	1121	3
2872	139	25	295	121	1521	248	222	87	1704	2
3129	252	12	85	12	5597	194	248	192	3015	2
2713	138	34	60	-15	2755	248	205	55	1642	2
2962	198	5	30	3	5390	218	244	161	2278	1
2739	320	31	180	-1	1814	125	193	199	2823	2
3078	308	18	295	53	4733	169	226	197	2888	1
3173	177	15	1073	53	3199	226	247	149	2519	2
3258	206	12	277	25	2058	213	251	172	1291	2
2521	59	11	0	0	426	228	218	121	5721	2
3223	251	13	242	90	2885	191	249	195	1044	1
3080	99	9	540	11	3690	235	228	125	4656	2
3356	41	15	564	7	3488	221	205	116	1727	7
2811	238	6	30	-1	1182	209	245	174	313	1
3070	19	14	660	146	4084	208	209	135	2420	2
3148	48	12	242	13	1822	224	214	122	782	1
3231	333	19	295	80	2708	172	211	177	408	1
3131	280	11	808	126	6258	191	241	190	1374	2
3315	332	17	1260	298	1910	178	216	177	1974	7
3281	20	15	192	49	3545	208	208	134	2213	1
3085	327	7	579	53	1036	204	233	168	1110	2
3037	13	13	551	3	6461	207	214	142	3746	2
3355	102	21	592	189	1712	250	207	75	1711	7
3114	212	17	67	2	1848	203	254	182	573	1
3152	84	19	661	-42	577	243	204	84	1057	2
3028	310	11	90	11	2156	189	232	183	1172	1
3027	4	12	30	3	6592	204	218	150	3288	2
2913	213	30	691	368	1146	179	251	191	1761	2
2889	63	5	0	0	1239	225	229	139	1595	2
3081	98	17	379	-36	1015	246	213	90	890	1
3184	45	9	30	2	1549	223	221	133	2431	1
2922	88	22	379	117	408	246	197	69	1436	2
3077	100	12	242	13	3355	239	224	113	2958	1
2881	82	3	390	69	2516	224	233	144	2118	2
2377	97	29	90	39	351	252	186	41	402	6
3007	42	18	892	250	1583	220	197	106	2077	2
2906	45	3	470	62	3767	220	233	150	3266	2
3288	12	10	365	65	3455	210	220	146	2881	2
3027	77	10	474	45	4202	233	221	119	4291	2
3037	57	5	212	29	2532	223	229	142	997	1
3012	18	8	421	27	1804	215	224	146	1355	2
3027	216	4	150	-29	2200	215	244	165	940	2
2763	59	16	210	105	1315	231	205	102	2067	2
2751	11	10	351	56	1718	209	220	147	2467	6
2833	132	22	446	214	576	249	223	90	886	2
3336	164	14	1006	220	2614	232	244	140	2236	1
3020	175	13	67	4	2976	227	246	149	1509	2
3016	120	14	108	11	3167	243	228	111	577	1
3209	42	22	95	31	810	217	186	94	1537	1
3229	165	18	446	15	713	233	243	134	2429	2
3447	305	17	713	155	2618	172	229	197	1387	1
3447	300	16	201	28	5191	173	232	199	4020	7
3073	89	12	658	214	1953	237	221	113	2914	1
3408	344	16	319	49	5310	187	214	165	3423	7
3126	348	10	90	0	6391	201	224	161	2333	2
3415	158	18	474	256	1680	236	240	127	674	7
2923	10	10	534	81	2661	209	220	148	1296	1
2574	152	9	247	29	446	232	240	139	1206	2
2715	123	8	0	0	2523	234	234	131	1992	2
3187	314	17	182	48	2514	173	225	191	351	1
2606	268	31	234	113	983	127	234	237	1503	2
3108	197	16	42	10	2279	214	252	168	242	1
2998	72	2	175	23	3099	222	234	149	6199	2
2680	132	13	67	22	1732	241	233	119	6536	2
2124	308	34	175	89	446	108	196	218	421	3
3146	203	14	256	41	2071	212	252	172	698	1
3179	336	17	85	24	2431	180	214	173	2810	1
2753	146	11	30	-14	1445	235	239	133	1500	2
2894	59	15	607	-33	713	230	207	105	2407	2
3147	79	4	108	0	4770	224	233	144	2062	1
2705	52	13	175	27	2697	226	211	116	878	2
2914	299	6	300	-22	3360	203	238	174	1358	2
2615	105	11	60	2	3175	238	227	118	2227	2
3422	45	15	339	73	3020	223	205	112	1357	7
2920	108	12	170	21	1661	240	226	115	834	2
2581	359	11	331	42	1820	203	220	154	2028	2
2773	153	20	268	72	1697	240	237	118	2265	2
3176	23	7	30	-2	5291	216	225	145	1048	1
3201	313	25	503	134	1731	144	212	203	3205	1
2549	165	12	124	14	1298	230	244	143	2072	3
3210	268	6	60	-8	3333	204	243	178	1530	1
2975	146	17	424	7	6252	241	236	119	3075	2
2699	126	12	437	13	1100	241	231	118	1959	2
3203	68	21	30	0	4922	236	192	0	134	1
2895	131	9	210	14	2433	235	235	132	2408	2
3235	341	19	127	40	1660	177	209	168	2810	1
2478	64	26	268	84	638	233	177	60	1103	6
2492	233	20	60	24	808	183	253	203	876	3
2782	87	16	180	47	1523	242	211	94	2460	2
2993	90	20	90	26	1622	246	205	80	1919	2
3220	243	18	703	129	4085	183	251	204	895	2
3088	343	6	430	45	532	208	231	161	743	1
3073	22	11	234	57	4380	213	217	139	2340	1
2873	303	15	524	81	4161	179	232	193	5618	1
2793	108	22	467	160	2510	251	208	73	2052	3
2716	87	5	408	49	912	227	231	138	1531	2
3209	206	25	192	51	1682	196	253	181	4231	1
2825	150	24	342	120	1710	242	231	104	2200	2
2533	124	7	437	30	902	232	235	136	1273	3
2837	322	19	30	8	2568	167	217	188	1294	2
2635	347	24	150	41	1611	166	193	160	2810	6
2802	5	9	228	51	1772	209	223	152	3114	2
3182	109	10	42	7	3435	238	229	121	4679	1
2488	298	33	67	34	785	110	207	227	582	6
3323	295	15	443	105	4179	176	235	198	1860	1
2489	77	6	150	3	1020	228	228	134	4319	2
2582	169	4	127	23	1080	222	241	154	1640	2
2185	28	15	268	90	426	213	207	127	671	6
3023	356	14	120	-3	1380	197	214	154	997	1
2931	27	12	190	17	5011	215	214	134	1798	5
3036	187	6	120	-3	3230	221	244	159	1103	2
3425	41	31	726	210	2382	207	158	66	1909	1
3229	323	17	700	26	1440	174	220	185	1473	1
2831	46	15	497	46	3254	224	206	113	6408	2
3224	108	14	331	111	1090	243	223	107	1958	2
3091	42	22	446	167	2308	218	187	95	2293	1
3034	12	10	834	115	5467	210	219	146	5521	2
3174	133	19	342	-149	376	246	227	101	3660	2
3420	6	23	350	127	2353	184	187	134	2518	1
2467	42	26	210	102	700	214	172	79	1320	3
3171	132	21	180	52	1892	248	224	94	2636	2
3211	47	20	67	19	1935	222	191	95	2200	1
2863	350	16	351	-4	904	189	211	159	579	2
3133	135	3	247	0	1170	224	238	150	1908	1
2708	346	18	150	70	1033	183	209	163	1894	2
2982	231	9	420	73	6069	206	249	180	5305	2
2827	98	7	470	26	2505	231	231	132	2812	2
3365	161	15	600	159	1708	234	242	135	1535	1
2898	94	13	150	6	1072	240	220	107	2259	2
2955	94	13	350	88	5858	240	220	107	4331	2
3100	234	12	30	-1	1513	199	251	188	2340	1
